latitude,longitude,Time,temp_station,solar_station,LST,veg_p,man_p,wat_p,canopy_p,AAT,date
33.957459,-83.412591,2019-06-14 11:58:00,76.3,893.0,39.25,0.0,1.0,0.0,0.03,26.94,2019-06-14
33.999075,-83.335,2019-06-14 11:48:00,76.0,875.0,38.25,0.01,0.99,0.0,0.06,23.78,2019-06-14
33.933193,-83.370833,2019-06-14 12:22:00,76.65833333,900.9166667,37.55,0.32,0.68,0.0,0.0,27.95666667,2019-06-14
33.925388,-83.376829,2019-06-14 12:15:00,76.75,915.0,36.45,0.58,0.34,0.0,0.14,34.69,2019-06-14
33.962666,-83.370485,2019-06-14 12:27:00,78.15,917.0,35.15,0.34,0.66,0.0,0.01,26.75,2019-06-14
33.989423,-83.338464,2019-06-14 11:34:00,75.2,849.0,40.85,0.04,0.96,0.0,0.01,24.685,2019-06-14
33.925214,-83.333438,2019-06-14 12:07:00,76.7,904.0,41.05,0.3,0.69,0.0,0.02,24.44,2019-06-14
33.942591,-83.376961,2019-06-14 12:03:00,76.64642857,898.7142857,42.35,0.0,1.0,0.0,0.0,25.30642857,2019-06-14
33.977218,-83.393555,2019-06-14 12:14:00,76.7,912.0,37.45,0.12,0.88,0.0,0.01,26.0,2019-06-14
33.95576,-83.349915,2019-06-14 12:26:00,78.1,904.0,35.05,0.13,0.83,0.03,0.02,26.56,2019-06-14
33.95174,-83.353427,2019-06-14 12:24:00,77.7,921.0,32.95,0.95,0.05,0.0,0.21,27.0,2019-06-14
33.933915,-83.371925,2019-06-14 11:46:00,76.21153846,887.2307692,35.45,0.28,0.69,0.0,0.05,24.55153846,2019-06-14
33.95016,-83.374481,2019-06-14 11:30:00,76.61818182,892.9090909,41.35,0.0,0.92,0.08,0.03,25.08363636,2019-06-14
33.949047,-83.376031,2019-06-14 11:30:00,76.40454545,888.8636364,35.25,0.36,0.64,0.0,0.12,24.57272727,2019-06-14
33.938269,-83.372471,2019-06-14 11:43:00,75.5,869.0,36.05,0.85,0.15,0.0,0.27,24.25,2019-06-14
33.99888,-83.41408,2019-06-14 12:10:00,76.8,907.0,35.05,0.9,0.1,0.0,0.01,28.37,2019-06-14
33.94392,-83.370718,2019-06-14 12:14:00,76.7,912.0,36.85,0.26,0.74,0.0,0.03,25.37,2019-06-14
33.976258,-83.355208,2019-06-14 11:31:00,75.45,844.0,34.25,0.56,0.44,0.0,0.02,24.435,2019-06-14
33.938664,-83.372341,2019-06-14 11:43:00,76.8,900.3333333,36.05,0.99,0.0,0.01,0.08,24.95666667,2019-06-14
33.945696,-83.407131,2019-06-14 11:35:00,75.25,851.5,44.65,0.49,0.51,0.0,0.01,24.25,2019-06-14
33.945414,-83.371084,2019-06-14 11:32:00,76.59117647,893.1764706,40.95,0.0,1.0,0.0,0.02,24.88823529,2019-06-14
33.952711,-83.387524,2019-06-14 11:41:00,76.025,885.0,38.85,0.27,0.72,0.0,0.14,24.28,2019-06-14
33.995793,-83.426589,2019-06-14 12:07:00,76.7,904.0,32.65,0.82,0.0,0.0,0.04,23.5,2019-06-14
33.952168,-83.372242,2019-06-14 11:44:00,75.95,873.1666667,40.75,0.08,0.92,0.0,0.04,25.41333333,2019-06-14
33.956275,-83.376541,2019-06-14 12:10:00,76.8,907.0,40.85,0.11,0.8,0.09,0.1,25.12,2019-06-14
33.929554,-83.380577,2019-06-14 12:02:00,76.3,896.0,31.95,0.94,0.03,0.0,0.12,25.69,2019-06-14
34.002879,-83.35081,2019-06-14 11:40:00,75.2,861.0,35.65,0.58,0.42,0.0,0.03,24.03,2019-06-14
33.94303,-83.377413,2019-06-14 12:22:00,77.175,915.125,39.15,0.0,1.0,0.0,0.05,24.985,2019-06-14
33.978076,-83.393691,2019-06-14 12:00:00,76.3,891.0,41.45,0.43,0.57,0.0,0.05,24.12,2019-06-14
33.971695,-83.366438,2019-06-14 11:51:00,76.15,880.0,37.65,0.63,0.37,0.0,0.01,25.69,2019-06-14
33.944749,-83.370963,2019-06-14 11:40:00,75.96666667,881.6666667,40.35,0.31,0.69,0.0,0.12,24.93666667,2019-06-14
33.942324,-83.370946,2019-06-14 12:24:00,76.40535714,883.5,38.95,0.43,0.56,0.0,0.07,24.92535714,2019-06-14
33.936954,-83.376203,2019-06-14 12:01:00,76.5,898.75,34.05,0.38,0.62,0.0,0.17,24.28,2019-06-14
33.926612,-83.377271,2019-06-14 12:16:00,76.8,918.0,37.95,0.56,0.44,0.0,0.08,30.87,2019-06-14
33.964202,-83.316521,2019-06-14 12:18:00,77.0,921.0,28.85,0.89,0.11,0.0,0.03,24.905,2019-06-14
33.940858,-83.385849,2019-06-14 12:05:00,76.5,900.0,39.15,0.22,0.78,0.0,0.06,24.87,2019-06-14
33.948117,-83.371837,2019-06-14 12:28:00,76.7,899.1428571,38.05,0.05,0.92,0.03,0.07,24.54142857,2019-06-14
33.940901,-83.371655,2019-06-14 11:31:00,76.64736842,893.5,39.55,0.08,0.91,0.0,0.02,25.18210526,2019-06-14
33.933557,-83.310732,2019-06-14 11:49:00,76.05,877.0,41.15,0.0,1.0,0.0,0.03,25.12,2019-06-14
33.955275,-83.376847,2019-06-14 12:16:00,76.83333333,918.5,40.15,0.07,0.93,0.0,0.25,29.98,2019-06-14
33.962084,-83.357306,2019-06-14 11:38:00,75.35454545,858.6818182,30.65,0.57,0.4,0.02,0.12,23.76,2019-06-14
33.941659,-83.374235,2019-06-14 12:21:00,77.4,924.0,43.15,0.0,1.0,0.0,0.14,25.69,2019-06-14
34.000524,-83.423731,2019-06-14 12:08:00,76.8,904.0,40.15,0.88,0.01,0.0,0.01,24.12,2019-06-14
33.956882,-83.372388,2019-06-14 11:42:00,76.5,903.3333333,43.85,0.0,1.0,0.0,0.0,26.24666667,2019-06-14
33.972199,-83.365965,2019-06-14 11:52:00,76.2,881.0,38.35,0.05,0.95,0.0,0.03,26.69,2019-06-14
33.979691,-83.363548,2019-06-14 12:06:00,76.6,904.0,38.15,0.86,0.13,0.0,0.0,25.81,2019-06-14
33.954031,-83.35805,2019-06-14 12:22:00,77.5,925.0,33.35,0.51,0.49,0.0,0.08,26.0,2019-06-14
33.936283,-83.373498,2019-06-14 12:01:00,76.47,899.2,40.75,0.22,0.77,0.0,0.04,25.274,2019-06-14
33.956281,-83.382299,2019-06-14 12:11:00,76.75,908.0,39.65,0.0,1.0,0.0,0.0,26.0,2019-06-14
34.020088,-83.32163,2019-06-14 11:46:00,76.0,872.0,31.65,0.32,0.65,0.0,0.02,24.06730769,2019-06-14
33.956642,-83.372312,2019-06-14 11:42:00,75.79230769,873.6538462,42.55,0.0,1.0,0.0,0.06,25.94153846,2019-06-14
33.93602,-83.373482,2019-06-14 12:19:00,77.15,922.0,40.35,0.18,0.82,0.0,0.02,25.06,2019-06-14
33.97095,-83.367408,2019-06-14 12:08:00,76.8,904.0,35.25,0.9,0.1,0.0,0.01,26.44,2019-06-14
33.933526,-83.375009,2019-06-14 11:56:00,76.9625,908.25,36.45,0.08,0.92,0.0,0.08,25.8125,2019-06-14
33.956421,-83.373647,2019-06-14 11:34:00,75.86666667,872.4444444,40.75,0.21,0.77,0.0,0.06,24.40888889,2019-06-14
33.949052,-83.372037,2019-06-14 12:28:00,77.25,909.75,37.95,0.0,1.0,0.0,0.03,24.56,2019-06-14
33.939299,-83.37028,2019-06-14 11:30:00,75.91,875.9,40.35,0.41,0.56,0.0,0.02,24.66,2019-06-14
33.953594,-83.371199,2019-06-14 11:43:00,76.45,894.375,40.55,0.12,0.88,0.0,0.13,25.53,2019-06-14
33.932843,-83.375843,2019-06-14 11:56:00,76.91666667,906.1666667,34.45,0.08,0.92,0.0,0.08,25.835,2019-06-14
33.940157,-83.386174,2019-06-14 11:36:00,75.9,877.0,40.45,0.2,0.8,0.0,0.01,24.31,2019-06-14
33.987919,-83.397451,2019-06-14 12:13:00,76.7,910.5,32.35,0.98,0.02,0.0,0.03,27.06,2019-06-14
33.947613,-83.376503,2019-06-14 11:30:00,76.853,897.59,38.05,0.35,0.65,0.0,0.04,26.0274,2019-06-14
33.926169,-83.377699,2019-06-14 12:05:00,76.5,900.0,38.05,0.87,0.08,0.0,0.07,25.87,2019-06-14
33.946441,-83.376232,2019-06-14 11:50:00,76.445,889.3,40.55,0.36,0.53,0.11,0.02,25.447,2019-06-14
33.957072,-83.376719,2019-06-14 11:34:00,75.22083333,850.0416667,42.45,0.34,0.64,0.02,0.17,23.28,2019-06-14
33.925787,-83.37753,2019-06-14 12:05:00,76.5,900.0,37.95,0.97,0.03,0.0,0.01,25.62,2019-06-14
33.955789,-83.348682,2019-06-14 12:29:00,78.1,931.5,32.95,0.8,0.14,0.06,0.09,25.19,2019-06-14
33.938177,-83.37627,2019-06-14 11:54:00,76.43333333,893.8333333,34.55,1.0,0.0,0.0,0.1,24.12333333,2019-06-14
33.953915,-83.369706,2019-06-14 11:57:00,76.3,889.5,43.35,0.19,0.81,0.0,0.05,24.81,2019-06-14
33.940185,-83.325091,2019-06-14 11:49:00,76.05,877.0,40.85,0.07,0.93,0.0,0.02,24.31,2019-06-14
33.945118,-83.345655,2019-06-14 12:28:00,78.2,930.0,36.95,0.28,0.72,0.0,0.0,28.69,2019-06-14
33.941612,-83.375912,2019-06-14 12:02:00,76.28333333,887.0833333,43.25,0.66,0.34,0.0,0.04,24.925,2019-06-14
33.939673,-83.37635,2019-06-14 11:53:00,76.98333333,899.6666667,37.95,1.0,0.0,0.0,0.03,24.54,2019-06-14
33.965721,-83.37203,2019-06-14 11:50:00,76.71764706,894.0,35.65,0.15,0.83,0.02,0.08,24.85882353,2019-06-14
33.950709,-83.381106,2019-06-14 12:14:00,76.7,912.0,39.15,0.16,0.84,0.0,0.07,27.56,2019-06-14
33.968454,-83.392563,2019-06-14 12:16:00,76.8,918.0,35.15,0.99,0.01,0.0,0.13,27.0,2019-06-14
33.958476,-83.371714,2019-06-14 11:47:00,76.64285714,906.7857143,43.85,0.0,0.97,0.0,0.04,26.80857143,2019-06-14
33.939053,-83.372919,2019-06-14 12:19:00,77.15,922.0,35.65,1.0,0.0,0.0,0.08,25.44,2019-06-14
33.979046,-83.347441,2019-06-14 11:55:00,76.3,885.0,37.55,0.78,0.22,0.0,0.05,25.44,2019-06-14
33.942357,-83.376705,2019-06-14 12:29:00,78.1,931.5,44.65,0.01,0.99,0.0,0.0,26.75,2019-06-14
33.918976,-83.324229,2019-06-14 12:06:00,76.6,904.0,30.35,0.84,0.16,0.0,0.03,24.56,2019-06-14
33.936133,-83.36969,2019-06-14 11:45:00,77.18333333,908.5,38.25,0.6,0.39,0.01,0.05,27.45666667,2019-06-14
33.945922,-83.409004,2019-06-14 12:04:00,76.46666667,898.6666667,45.75,0.0,1.0,0.0,0.02,28.25,2019-06-14
33.949328,-83.387372,2019-06-14 11:40:00,75.2,861.0,39.05,0.38,0.57,0.05,0.04,24.25,2019-06-14
33.91691,-83.377723,2019-06-14 11:53:00,76.25,882.5,36.75,0.6,0.4,0.0,0.08,25.25,2019-06-14
33.936219,-83.373365,2019-06-14 12:19:00,77.15,922.0,40.45,0.7,0.29,0.0,0.0,25.03,2019-06-14
33.961241,-83.370433,2019-06-14 11:49:00,76.05,877.0,36.55,0.47,0.53,0.0,0.0,25.94,2019-06-14
33.947923,-83.387518,2019-06-14 11:40:00,75.73333333,875.3333333,38.65,0.46,0.47,0.05,0.13,24.33,2019-06-14
33.951775,-83.373783,2019-06-14 12:18:00,76.51666667,896.5,40.35,0.7,0.29,0.01,0.09,25.93666667,2019-06-14
33.956031,-83.383556,2019-06-14 12:10:00,76.8,907.0,37.45,0.37,0.63,0.0,0.02,25.69,2019-06-14
33.95071,-83.377084,2019-06-14 12:08:00,76.8,904.0,40.55,0.06,0.81,0.0,0.01,25.25,2019-06-14
33.966574,-83.371474,2019-06-14 11:30:00,75.45,851.0,35.95,0.63,0.26,0.0,0.05,24.44,2019-06-14
33.935285,-83.376179,2019-06-14 11:55:00,76.14285714,884.7142857,34.75,0.72,0.26,0.0,0.15,24.12285714,2019-06-14
33.951697,-83.3741,2019-06-14 12:18:00,76.59642857,895.1071429,41.35,0.36,0.64,0.0,0.08,25.07357143,2019-06-14
33.997854,-83.326078,2019-06-14 12:12:00,76.7,909.0,37.95,0.16,0.84,0.0,0.0,25.53,2019-06-14
33.956773,-83.379148,2019-06-14 12:12:00,76.7,909.0,41.45,0.0,1.0,0.0,0.02,29.25,2019-06-14
33.934135,-83.309899,2019-06-14 11:33:00,75.38229167,860.6597222,42.05,0.0,1.0,0.0,0.02,24.98666667,2019-06-14
33.940922,-83.376154,2019-06-14 12:02:00,76.4375,888.0,40.15,0.46,0.54,0.0,0.12,24.7975,2019-06-14
33.970419,-83.31283,2019-06-14 12:25:00,77.9,912.5,34.85,0.7,0.27,0.03,0.02,25.185,2019-06-14
33.94572,-83.406301,2019-06-14 12:06:00,76.175,886.5,46.15,0.16,0.83,0.01,0.02,28.44,2019-06-14
33.957334,-83.3768,2019-06-14 11:46:00,77.01538462,916.7948718,42.15,0.0,0.89,0.0,0.01,32.03230769,2019-06-14
33.955726,-83.384827,2019-06-14 12:10:00,76.8,907.0,37.05,0.0,1.0,0.0,0.0,25.31,2019-06-14
33.940994,-83.371985,2019-06-14 12:20:00,76.63333333,901.6666667,41.75,0.03,0.97,0.0,0.0,26.70666667,2019-06-14
33.948313,-83.391673,2019-06-14 11:32:00,75.38571429,844.3571429,38.75,0.14,0.86,0.0,0.05,23.37,2019-06-14
33.984944,-83.345863,2019-06-14 12:04:00,76.4,896.0,35.65,0.29,0.71,0.0,0.0,25.19,2019-06-14
33.978385,-83.336062,2019-06-14 12:27:00,78.15,917.0,37.65,0.56,0.44,0.0,0.04,26.47,2019-06-14
33.955748,-83.372026,2019-06-14 12:21:00,76.61,897.7,40.55,0.16,0.84,0.0,0.01,26.386,2019-06-14
33.957308,-83.362704,2019-06-14 12:21:00,77.4,924.0,34.85,0.91,0.06,0.03,0.14,27.31,2019-06-14
33.963241,-83.377245,2019-06-14 11:52:00,77.1,913.25,39.05,0.14,0.86,0.0,0.02,26.595,2019-06-14
33.961428,-83.331079,2019-06-14 12:22:00,77.5,925.0,36.65,0.83,0.17,0.0,0.03,26.99611111,2019-06-14
33.937586,-83.368581,2019-06-14 11:56:00,76.55,896.25,42.25,0.21,0.75,0.04,0.05,25.515,2019-06-14
33.925117,-83.347469,2019-06-14 12:17:00,76.95454545,920.3181818,32.55,1.0,0.0,0.0,0.12,26.02272727,2019-06-14
33.938882,-83.368853,2019-06-14 12:24:00,77.7,921.0,37.85,0.13,0.87,0.0,0.07,26.62,2019-06-14
33.958656,-83.368846,2019-06-14 11:42:00,75.3,868.0,41.85,0.0,1.0,0.0,0.01,23.87,2019-06-14
33.952952,-83.376137,2019-06-14 11:32:00,75.4,844.0,39.25,0.39,0.55,0.06,0.15,24.25,2019-06-14
33.942781,-83.387735,2019-06-14 11:38:00,75.4,858.0,37.65,0.73,0.26,0.01,0.15,24.06,2019-06-14
33.944126,-83.377382,2019-06-14 12:01:00,76.3,891.5,38.85,0.0,1.0,0.0,0.09,25.31,2019-06-14
33.960129,-83.331198,2019-06-14 12:21:00,77.4,924.0,37.05,0.91,0.09,0.0,0.04,26.19,2019-06-14
33.933929,-83.313315,2019-06-14 11:50:00,76.1,879.0,39.75,0.19,0.81,0.0,0.0,24.94,2019-06-14
33.930497,-83.378108,2019-06-14 12:17:00,76.9,919.5,37.55,0.81,0.17,0.0,0.22,25.62,2019-06-14
33.933407,-83.312463,2019-06-14 11:33:00,75.3,846.5,38.35,0.01,0.99,0.0,0.04,25.37,2019-06-14
33.9336,-83.374915,2019-06-14 12:02:00,76.3,896.0,36.95,0.8,0.2,0.0,0.03,25.37,2019-06-14
33.926264,-83.334954,2019-06-14 12:07:00,76.7,904.0,39.85,0.62,0.38,0.0,0.0,24.19,2019-06-14
33.911098,-83.317213,2019-06-14 12:03:00,76.35,896.0,32.25,0.78,0.12,0.0,0.04,25.31,2019-06-14
33.957352,-83.374091,2019-06-14 11:50:00,76.26333333,879.7333333,40.65,0.15,0.85,0.0,0.04,29.07266667,2019-06-14
33.996885,-83.33629,2019-06-14 11:49:00,76.075,878.0,40.35,0.02,0.98,0.0,0.0,23.80375,2019-06-14
33.951626,-83.371341,2019-06-14 11:33:00,76.45,884.75,41.55,0.48,0.52,0.0,0.03,25.0,2019-06-14
33.958565,-83.370674,2019-06-14 11:43:00,75.75,870.5,41.85,0.0,1.0,0.0,0.1,27.235,2019-06-14
33.93284,-83.372593,2019-06-14 11:47:00,76.125,882.75,36.55,0.88,0.0,0.0,0.01,24.5925,2019-06-14
33.955991,-83.353173,2019-06-14 12:25:00,77.9,912.5,39.35,0.83,0.17,0.0,0.02,26.37,2019-06-14
33.935469,-83.370048,2019-06-14 11:45:00,76.3,889.4285714,36.05,0.51,0.49,0.0,0.02,26.41714286,2019-06-14
33.934267,-83.37604,2019-06-14 12:00:00,76.1,880.5,35.35,0.75,0.25,0.0,0.11,24.37333333,2019-06-14
33.9367,-83.325026,2019-06-14 11:30:00,75.5,844.0,37.95,0.32,0.68,0.0,0.17,25.31,2019-06-14
33.933879,-83.374641,2019-06-14 11:56:00,76.31666667,892.6666667,38.05,0.74,0.26,0.0,0.01,25.95666667,2019-06-14
33.994969,-83.334675,2019-06-14 12:11:00,76.75,908.0,42.55,0.0,1.0,0.0,0.0,27.31,2019-06-14
33.960227,-83.381947,2019-06-14 11:55:00,76.3,885.0,39.45,0.21,0.77,0.02,0.06,25.5,2019-06-14
33.946059,-83.387709,2019-06-14 12:07:00,76.7,904.0,37.75,0.29,0.69,0.0,0.06,24.62,2019-06-14
33.9396,-83.37036,2019-06-14 11:57:00,76.81666667,902.9166667,39.75,0.11,0.86,0.0,0.0,25.10333333,2019-06-14
33.97677,-83.357615,2019-06-14 11:54:00,76.3,884.0,34.65,0.11,0.88,0.0,0.02,26.75,2019-06-14
33.914761,-83.374948,2019-06-14 11:55:00,76.3,885.0,38.25,0.44,0.55,0.01,0.12,26.06,2019-06-14
33.96082,-83.379483,2019-06-14 12:20:00,77.3,923.0,40.15,0.0,0.96,0.04,0.03,27.62,2019-06-14
33.954609,-83.358799,2019-06-14 12:22:00,77.5,925.0,32.15,0.98,0.02,0.0,0.05,26.37,2019-06-14
33.94905,-83.375883,2019-06-14 12:26:00,78.1,904.0,36.55,0.42,0.52,0.05,0.03,24.75,2019-06-14
33.974786,-83.393229,2019-06-14 12:15:00,76.75,915.0,34.35,0.63,0.34,0.01,0.19,26.5,2019-06-14
33.980659,-83.344647,2019-06-14 12:28:00,78.2,930.0,39.95,0.42,0.57,0.0,0.11,26.75,2019-06-14
33.952865,-83.374154,2019-06-14 12:08:00,75.98928571,879.4285714,39.35,0.88,0.11,0.0,0.06,26.63785714,2019-06-14
33.956913,-83.378597,2019-06-14 11:45:00,75.85,871.0,41.95,0.0,1.0,0.0,0.03,27.06,2019-06-14
33.921491,-83.326692,2019-06-14 12:06:00,76.6,904.0,33.65,0.81,0.19,0.0,0.07,24.56,2019-06-14
33.976677,-83.356479,2019-06-14 11:54:00,76.3,884.0,32.65,0.74,0.26,0.0,0.01,27.87,2019-06-14
33.970848,-83.367476,2019-06-14 11:38:00,75.4,858.0,35.85,0.32,0.68,0.0,0.05,24.5,2019-06-14
33.93413,-83.37438,2019-06-14 12:28:00,77.275,913.0,38.65,0.61,0.36,0.0,0.13,27.31,2019-06-14
33.919394,-83.377984,2019-06-14 12:00:00,76.3,891.0,35.05,0.68,0.32,0.0,0.0,24.87,2019-06-14
33.947298,-83.398236,2019-06-14 12:09:00,76.8,905.5,38.75,0.0,1.0,0.0,0.01,28.87,2019-06-14
33.924272,-83.3402,2019-06-14 12:10:00,76.8,907.0,44.05,0.0,0.95,0.05,0.02,25.56,2019-06-14
33.957692,-83.375196,2019-06-14 11:48:00,75.484,861.24,41.15,0.03,0.95,0.0,0.02,27.3,2019-06-14
33.940206,-83.387213,2019-06-14 11:37:00,75.35,856.0,39.55,0.14,0.86,0.0,0.04,24.19,2019-06-14
33.989627,-83.426066,2019-06-14 12:06:00,76.6,904.0,34.35,0.9,0.1,0.0,0.09,24.12,2019-06-14
33.960531,-83.370282,2019-06-14 11:44:00,75.7,870.0,37.15,0.45,0.55,0.0,0.01,25.94,2019-06-14
33.932472,-83.311037,2019-06-14 11:32:00,75.4,844.0,39.85,0.01,0.99,0.0,0.01,25.25,2019-06-14
33.955061,-83.387616,2019-06-14 11:43:00,76.15,888.0,41.75,0.13,0.86,0.01,0.02,24.625,2019-06-14
33.920624,-83.345347,2019-06-14 12:25:00,77.9,912.5,40.15,0.02,0.98,0.0,0.01,29.37,2019-06-14
33.938879,-83.376305,2019-06-14 11:54:00,76.50833333,888.0,36.25,0.87,0.11,0.02,0.09,24.24,2019-06-14
33.942998,-83.377398,2019-06-14 11:52:00,76.20833333,887.8333333,40.05,0.0,1.0,0.0,0.02,24.74833333,2019-06-14
33.956056,-83.373477,2019-06-14 11:34:00,76.84615385,907.9615385,38.85,0.82,0.17,0.0,0.07,27.12846154,2019-06-14
33.952767,-83.37113,2019-06-14 12:22:00,77.2,922.25,40.55,0.2,0.8,0.0,0.0,26.125,2019-06-14
33.935378,-83.373779,2019-06-14 11:55:00,76.40833333,896.9583333,40.15,0.06,0.93,0.0,0.02,26.2025,2019-06-14
33.967922,-83.369823,2019-06-14 11:50:00,76.1,879.0,38.25,0.49,0.51,0.0,0.04,25.31,2019-06-14
33.939451,-83.386749,2019-06-14 11:37:00,76.18333333,888.0,40.35,0.01,0.99,0.0,0.04,24.56333333,2019-06-14
33.970265,-83.387234,2019-06-14 11:58:00,76.3,893.0,35.45,0.2,0.18,0.0,0.07,24.37,2019-06-14
33.935196,-83.370245,2019-06-14 12:17:00,76.1,886.75,35.95,0.7,0.06,0.0,0.01,25.155,2019-06-14
33.971094,-83.375459,2019-06-14 11:31:00,76.65454545,883.7727273,35.15,0.87,0.13,0.0,0.14,24.38363636,2019-06-14
33.925672,-83.376937,2019-06-14 12:15:00,76.7875,917.25,36.05,0.85,0.15,0.0,0.17,32.39,2019-06-14
33.990617,-83.347067,2019-06-14 11:37:00,75.35,856.0,30.05,1.0,0.0,0.0,0.09,23.845,2019-06-14
33.988578,-83.35386,2019-06-14 11:37:00,75.35,856.0,27.65,1.0,0.0,0.0,0.08,23.965,2019-06-14
33.927296,-83.336406,2019-06-14 12:08:00,76.8,904.0,40.95,0.16,0.84,0.0,0.02,24.19,2019-06-14
33.938002,-83.372534,2019-06-14 12:15:00,76.08333333,885.8333333,36.25,0.45,0.55,0.0,0.26,24.79,2019-06-14
33.97741,-83.361358,2019-06-14 11:30:00,75.60714286,849.5,39.05,0.67,0.33,0.0,0.13,24.82571429,2019-06-14
33.959019,-83.330416,2019-06-14 12:20:00,77.3,923.0,36.35,0.54,0.46,0.0,0.11,26.34,2019-06-14
33.936495,-83.369174,2019-06-14 11:56:00,76.5,896.0,39.15,0.3,0.68,0.0,0.01,25.8875,2019-06-14
33.942438,-83.384241,2019-06-14 11:48:00,76.0,875.0,37.15,0.34,0.65,0.0,0.03,25.06,2019-06-14
33.952853,-83.374755,2019-06-14 11:32:00,75.4,844.0,39.95,0.42,0.58,0.0,0.05,24.87,2019-06-14
33.958515,-83.370678,2019-06-14 12:03:00,76.35,896.0,42.15,0.0,1.0,0.0,0.01,29.37,2019-06-14
33.944864,-83.376725,2019-06-14 12:04:00,76.68541667,902.8333333,41.05,0.07,0.93,0.0,0.01,25.16,2019-06-14
33.944816,-83.337194,2019-06-14 11:51:00,76.15,880.0,33.65,0.12,0.88,0.0,0.03,24.44,2019-06-14
33.990066,-83.426108,2019-06-14 12:06:00,76.6,904.0,32.25,0.58,0.35,0.0,0.06,24.25,2019-06-14
33.944006,-83.381094,2019-06-14 12:04:00,76.13333333,882.0,39.25,0.36,0.63,0.0,0.21,25.25,2019-06-14
33.933569,-83.371221,2019-06-14 11:46:00,75.96666667,876.6666667,35.65,0.61,0.31,0.0,0.03,25.06,2019-06-14
33.933303,-83.370889,2019-06-14 11:54:00,76.21666667,886.6111111,36.25,0.9,0.08,0.0,0.06,28.66555556,2019-06-14
33.936855,-83.368943,2019-06-14 11:56:00,75.8,877.0,42.15,0.1,0.9,0.0,0.04,25.53,2019-06-14
33.93579,-83.369823,2019-06-14 11:36:00,76.7,892.75,36.25,0.65,0.3,0.0,0.03,26.78,2019-06-14
33.977234,-83.360355,2019-06-14 11:53:00,76.25,882.5,39.15,0.28,0.72,0.0,0.06,26.75,2019-06-14
33.947206,-83.357121,2019-06-14 12:26:00,78.1,904.0,39.85,0.0,1.0,0.0,0.02,27.06,2019-06-14
33.951841,-83.387224,2019-06-14 11:41:00,76.025,885.0,37.65,0.04,0.91,0.0,0.11,24.405,2019-06-14
33.929385,-83.37907,2019-06-14 12:04:00,76.4,896.0,37.15,0.76,0.23,0.01,0.07,25.375,2019-06-14
33.951465,-83.38717,2019-06-14 11:41:00,76.025,885.0,37.15,0.27,0.72,0.0,0.09,24.53,2019-06-14
33.940383,-83.372138,2019-06-14 12:19:00,76.725,906.5,41.95,0.24,0.76,0.0,0.05,25.905,2019-06-14
33.939119,-83.323113,2019-06-14 11:49:00,76.05,877.0,42.65,0.0,0.91,0.0,0.0,24.12,2019-06-14
33.958112,-83.346186,2019-06-14 11:31:00,77.16875,897.75,33.05,0.64,0.35,0.0,0.09,25.61375,2019-06-14
33.939096,-83.369954,2019-06-14 11:30:00,76.35,886.3,39.45,0.47,0.51,0.0,0.05,25.036,2019-06-14
33.948065,-83.3931,2019-06-14 11:33:00,75.3,846.5,43.25,0.27,0.73,0.0,0.03,23.31,2019-06-14
33.933853,-83.371746,2019-06-14 11:46:00,76.46,895.6,35.65,0.06,0.94,0.0,0.09,24.662,2019-06-14
33.961276,-83.376068,2019-06-14 11:51:00,76.15,880.0,41.85,0.14,0.34,0.19,0.1,24.5,2019-06-14
33.923405,-83.340439,2019-06-14 12:27:00,78.15,917.0,45.05,0.0,1.0,0.0,0.0,26.5,2019-06-14
33.911649,-83.318021,2019-06-14 12:03:00,76.35,896.0,31.85,0.81,0.13,0.0,0.18,25.12,2019-06-14
33.939876,-83.370502,2019-06-14 11:30:00,76.32727273,883.4090909,39.35,0.33,0.63,0.0,0.0,24.98727273,2019-06-14
33.916715,-83.37752,2019-06-14 11:59:00,76.3,892.0,35.75,0.94,0.03,0.03,0.02,24.62,2019-06-14
33.985213,-83.413416,2019-06-14 12:03:00,76.35,896.0,33.45,0.6,0.38,0.02,0.13,24.37,2019-06-14
33.928582,-83.377872,2019-06-14 12:16:00,76.8,918.0,36.05,0.78,0.18,0.0,0.13,26.87,2019-06-14
33.947834,-83.378021,2019-06-14 11:46:00,76.35,888.0,38.75,0.46,0.5,0.04,0.17,25.72,2019-06-14
33.956603,-83.379883,2019-06-14 12:12:00,76.2,889.5,40.95,0.0,0.98,0.02,0.0,28.125,2019-06-14
33.999586,-83.418649,2019-06-14 12:08:00,76.8,904.0,30.15,0.55,0.37,0.0,0.16,26.37,2019-06-14
33.917737,-83.322751,2019-06-14 11:58:00,76.3,893.0,31.65,0.42,0.57,0.0,0.06,25.56,2019-06-14
33.971627,-83.392303,2019-06-14 12:16:00,76.8,918.0,41.95,0.13,0.87,0.0,0.0,27.69,2019-06-14
33.956851,-83.376647,2019-06-14 11:34:00,75.2,849.0,42.75,0.45,0.52,0.0,0.1,23.37,2019-06-14
33.939203,-83.372853,2019-06-14 12:00:00,76.3,891.0,36.75,0.29,0.67,0.0,0.01,25.69,2019-06-14
33.922174,-83.34764,2019-06-14 12:16:00,76.8,918.0,35.65,0.86,0.14,0.0,0.36,26.87,2019-06-14
33.952415,-83.410137,2019-06-14 12:00:00,76.3,891.0,38.55,0.02,0.98,0.0,0.06,27.5,2019-06-14
