latitude,longitude,Time,temp_station,solar_station,LST,veg_p,man_p,wat_p,canopy_p,AAT,date
33.939631,-83.370836,2019-06-14 11:42:00,76.0625,875.125,40.05,0.51,0.45,0.0,0.03,25.36,2019-06-14
33.93163,-83.37709,2019-06-14 12:02:00,76.65,908.5,34.45,0.61,0.39,0.0,0.12,25.31,2019-06-14
33.941072,-83.3716,2019-06-14 11:31:00,76.38947368,893.2631579,40.05,0.11,0.81,0.0,0.02,24.80368421,2019-06-14
33.963964,-83.379561,2019-06-14 12:20:00,77.3,923.0,37.15,0.13,0.87,0.0,0.0,25.62,2019-06-14
33.957006,-83.378224,2019-06-14 11:46:00,76.23333333,884.3333333,42.25,0.0,0.92,0.08,0.05,29.10333333,2019-06-14
33.94397,-83.378356,2019-06-14 12:02:00,76.3,896.0,38.35,0.03,0.97,0.0,0.16,25.75,2019-06-14
33.938252,-83.368501,2019-06-14 12:10:00,76.62,898.7,39.05,0.01,0.97,0.0,0.05,25.66,2019-06-14
33.960467,-83.361835,2019-06-14 11:41:00,75.25,864.5,33.55,0.55,0.45,0.0,0.1,23.75,2019-06-14
33.954749,-83.353679,2019-06-14 12:25:00,77.9,912.5,34.95,0.87,0.12,0.0,0.01,25.44,2019-06-14
33.943638,-83.381825,2019-06-14 11:34:00,75.95,874.375,41.25,0.16,0.73,0.0,0.03,24.95875,2019-06-14
33.960993,-83.331013,2019-06-14 12:21:00,77.4,924.0,35.15,0.34,0.57,0.0,0.08,26.685,2019-06-14
33.947232,-83.376179,2019-06-14 12:05:00,76.5,900.0,38.55,0.29,0.69,0.01,0.01,24.75,2019-06-14
33.949207,-83.372079,2019-06-14 11:39:00,76.19,886.1,37.65,0.0,1.0,0.0,0.1,24.5,2019-06-14
33.956468,-83.380469,2019-06-14 11:44:00,76.225,889.0,41.05,0.06,0.9,0.03,0.05,27.03,2019-06-14
33.94747,-83.357157,2019-06-14 11:54:00,76.3,884.0,39.55,0.0,1.0,0.0,0.01,24.825,2019-06-14
33.956349,-83.38095,2019-06-14 11:44:00,76.05,882.6666667,40.65,0.24,0.76,0.0,0.06,26.36333333,2019-06-14
33.965652,-83.315727,2019-06-14 12:24:00,77.7,921.0,29.85,0.97,0.01,0.02,0.17,25.09,2019-06-14
33.92511,-83.376741,2019-06-14 12:15:00,76.75,915.0,35.65,0.45,0.54,0.01,0.12,35.81,2019-06-14
33.955209,-83.371837,2019-06-14 11:43:00,76.68,903.8,39.95,0.0,1.0,0.0,0.02,26.048,2019-06-14
33.95357,-83.37652,2019-06-14 11:33:00,76.58571429,897.0714286,39.35,0.24,0.72,0.0,0.08,25.65571429,2019-06-14
33.993725,-83.338486,2019-06-14 12:03:00,76.35,896.0,40.45,0.19,0.81,0.0,0.0,25.19,2019-06-14
33.918623,-83.323776,2019-06-14 11:58:00,76.3,893.0,32.35,0.56,0.44,0.0,0.2,25.62,2019-06-14
33.936567,-83.3762,2019-06-14 12:01:00,76.43333333,896.1666667,35.45,0.21,0.79,0.0,0.1,24.31,2019-06-14
33.936669,-83.370602,2019-06-14 11:44:00,76.33636364,889.0,38.95,0.96,0.03,0.0,0.05,26.73727273,2019-06-14
33.954448,-83.376492,2019-06-14 11:33:00,75.3,846.5,38.65,0.55,0.45,0.0,0.19,23.9025,2019-06-14
33.962258,-83.420668,2019-06-14 11:55:00,76.3,885.0,37.65,0.92,0.08,0.0,0.06,26.06,2019-06-14
33.995467,-83.335274,2019-06-14 12:10:00,76.8,907.0,41.75,0.0,1.0,0.0,0.02,27.19,2019-06-14
33.968824,-83.386683,2019-06-14 11:57:00,76.3,889.5,33.95,0.37,0.63,0.0,0.01,24.44,2019-06-14
33.952875,-83.373561,2019-06-14 11:35:00,75.96666667,877.1666667,38.75,0.16,0.74,0.0,0.03,26.04,2019-06-14
33.958278,-83.372713,2019-06-14 11:42:00,76.43076923,886.6538462,45.25,0.04,0.96,0.0,0.01,27.84538462,2019-06-14
33.956059,-83.36073,2019-06-14 12:21:00,77.4,924.0,32.35,1.0,0.0,0.0,0.11,27.31,2019-06-14
33.942281,-83.384577,2019-06-14 11:35:00,75.875,875.75,38.05,0.11,0.87,0.02,0.09,24.405,2019-06-14
33.945548,-83.387753,2019-06-14 11:39:00,76.0,881.75,38.55,0.35,0.63,0.01,0.12,24.28,2019-06-14
33.941874,-83.329079,2019-06-14 11:30:00,77.08888889,897.4722222,40.55,0.09,0.91,0.0,0.0,26.47722222,2019-06-14
33.921379,-83.347721,2019-06-14 12:16:00,76.8,918.0,38.35,0.38,0.59,0.0,0.0,26.25,2019-06-14
33.952948,-83.372544,2019-06-14 11:54:00,76.85,889.3333333,39.25,0.55,0.45,0.0,0.13,27.85333333,2019-06-14
33.955762,-83.348854,2019-06-14 11:32:00,75.4,844.0,33.15,0.58,0.39,0.03,0.07,24.06,2019-06-14
33.915154,-83.32252,2019-06-14 12:04:00,76.4,896.0,29.85,1.0,0.0,0.0,0.13,24.37,2019-06-14
33.947115,-83.378148,2019-06-14 12:07:00,76.7,904.0,40.35,0.67,0.07,0.26,0.25,25.31,2019-06-14
33.941181,-83.372522,2019-06-14 12:20:00,76.8,907.0,43.15,0.93,0.06,0.0,0.06,26.47,2019-06-14
33.941354,-83.373099,2019-06-14 11:59:00,76.48333333,897.3333333,43.75,0.07,0.93,0.0,0.03,26.35333333,2019-06-14
33.952527,-83.374601,2019-06-14 11:32:00,76.22301587,885.6031746,40.05,0.18,0.82,0.0,0.0,25.38126984,2019-06-14
33.95858,-83.36999,2019-06-14 11:46:00,76.0,872.0,41.65,0.22,0.77,0.0,0.01,26.56,2019-06-14
33.927404,-83.336704,2019-06-14 11:56:00,76.3,886.0,41.55,0.32,0.68,0.0,0.02,25.5,2019-06-14
33.927212,-83.377792,2019-06-14 12:05:00,76.65,909.0,39.45,0.75,0.25,0.0,0.06,27.5,2019-06-14
33.951673,-83.37422,2019-06-14 11:45:00,76.59090909,894.3484848,41.75,0.34,0.62,0.0,0.0,24.81060606,2019-06-14
33.946265,-83.40217,2019-06-14 11:34:00,75.2,849.0,41.65,0.0,1.0,0.0,0.03,23.75,2019-06-14
33.939523,-83.38647,2019-06-14 11:36:00,75.925,873.1666667,40.45,0.13,0.87,0.0,0.04,24.77,2019-06-14
33.913611,-83.375781,2019-06-14 11:56:00,76.3,886.0,34.55,0.57,0.29,0.07,0.13,26.69,2019-06-14
33.937177,-83.368744,2019-06-14 12:23:00,76.56666667,899.3333333,42.05,0.4,0.59,0.01,0.03,25.77,2019-06-14
33.939564,-83.37128,2019-06-14 11:43:00,75.5,869.0,39.25,0.12,0.88,0.0,0.02,24.62,2019-06-14
33.964518,-83.371511,2019-06-14 11:49:00,77.1,897.0,35.15,0.16,0.84,0.0,0.1,25.25,2019-06-14
33.945418,-83.376543,2019-06-14 11:50:00,76.66,899.3,40.25,0.16,0.84,0.0,0.08,25.224,2019-06-14
33.952841,-83.376499,2019-06-14 11:45:00,75.85,871.0,39.45,0.14,0.86,0.0,0.28,27.06,2019-06-14
33.960188,-83.380144,2019-06-14 11:54:00,76.3,884.0,40.75,0.06,0.94,0.0,0.01,25.31,2019-06-14
33.944572,-83.378963,2019-06-14 11:33:00,75.6,860.6428571,38.75,0.33,0.67,0.0,0.13,24.49214286,2019-06-14
33.924465,-83.347584,2019-06-14 12:17:00,76.9,919.5,34.75,0.91,0.07,0.0,0.1,25.87,2019-06-14
33.957643,-83.348408,2019-06-14 12:27:00,78.15,917.0,34.05,0.74,0.26,0.0,0.01,25.19,2019-06-14
33.988379,-83.40261,2019-06-14 12:02:00,76.3,896.0,32.05,0.65,0.01,0.34,0.11,24.06,2019-06-14
33.955917,-83.373428,2019-06-14 12:10:00,76.38333333,889.3333333,39.05,0.51,0.47,0.0,0.02,25.87333333,2019-06-14
33.972413,-83.387649,2019-06-14 11:58:00,76.3,893.0,41.35,0.0,1.0,0.0,0.03,24.44,2019-06-14
33.932569,-83.370763,2019-06-14 11:54:00,76.4625,894.375,37.85,0.35,0.65,0.0,0.0,30.33,2019-06-14
33.92089,-83.325641,2019-06-14 11:58:00,76.3,893.0,33.75,0.56,0.44,0.0,0.04,25.62,2019-06-14
33.912906,-83.319705,2019-06-14 12:04:00,76.4,896.0,31.45,0.94,0.06,0.0,0.03,24.75,2019-06-14
33.9523,-83.371739,2019-06-14 12:17:00,76.69545455,894.6363636,40.75,0.27,0.73,0.0,0.11,25.86272727,2019-06-14
33.986528,-83.406388,2019-06-14 12:02:00,76.3,896.0,35.35,0.52,0.45,0.0,0.01,24.75,2019-06-14
33.935053,-83.370188,2019-06-14 11:56:00,75.8,877.0,36.65,0.24,0.66,0.0,0.03,26.655,2019-06-14
33.94899,-83.372034,2019-07-16 11:48:00,91.15,881.5,37.65,0.8,0.2,0.0,0.03,33.47,2019-07-16
33.967233,-83.364011,2019-07-16 12:22:00,92.0,933.0,32.95,0.88,0.12,0.0,0.02,33.69,2019-07-16
33.952467,-83.356085,2019-07-16 11:51:00,90.8,529.0,11.05,1.0,0.0,0.0,0.16,32.56,2019-07-16
33.940947,-83.466341,2019-07-16 12:28:00,92.5,204.0,46.85,0.17,0.83,0.0,0.0,36.06,2019-07-16
33.938648,-83.373037,2019-07-16 11:46:00,90.9,842.0,34.65,0.62,0.35,0.03,0.02,35.19,2019-07-16
33.938412,-83.387027,2019-07-16 11:30:00,90.8,786.0,46.35,0.0,1.0,0.0,0.01,32.5,2019-07-16
33.939897,-83.372481,2019-07-16 12:02:00,90.8,909.25,38.55,0.07,0.93,0.0,0.04,33.625,2019-07-16
33.944052,-83.381003,2019-07-16 11:30:00,91.43333333,395.0,43.45,0.36,0.63,0.0,0.01,33.29333333,2019-07-16
33.939432,-83.370809,2019-07-16 12:01:00,91.00517241,844.0172414,39.15,0.16,0.84,0.0,0.0,33.90137931,2019-07-16
33.946143,-83.37131,2019-07-16 12:13:00,91.08333333,883.0,40.05,0.61,0.39,0.0,0.08,33.69,2019-07-16
33.952954,-83.352351,2019-07-16 12:24:00,92.2,958.0,11.05,1.0,0.0,0.0,0.3,35.44,2019-07-16
33.957474,-83.376297,2019-07-16 11:43:00,91.5869338,875.0087108,9.75,0.0,0.87,0.0,0.03,40.9843554,2019-07-16
33.944539,-83.376917,2019-07-16 12:04:00,91.63333333,912.3333333,43.45,0.06,0.94,0.0,0.07,33.85333333,2019-07-16
33.935249,-83.370201,2019-07-16 12:04:00,90.8,878.8333333,23.45,0.41,0.59,0.0,0.06,32.79666667,2019-07-16
33.939833,-83.370607,2019-07-16 12:00:00,91.025,869.0625,38.95,0.07,0.92,0.0,0.01,33.67375,2019-07-16
33.960308,-83.37954,2019-07-16 12:21:00,91.44615385,742.6153846,9.75,0.0,1.0,0.0,0.02,34.69461538,2019-07-16
33.955787,-83.384574,2019-07-16 11:37:00,91.2,882.0,11.55,0.0,0.98,0.02,0.01,33.5,2019-07-16
33.960299,-83.326698,2019-07-16 12:14:00,91.1,912.0,37.85,0.98,0.02,0.0,0.1,32.38,2019-07-16
33.950111,-83.38729,2019-07-16 12:02:00,90.6,902.0,15.85,0.53,0.4,0.07,0.3,34.06,2019-07-16
33.956658,-83.379646,2019-07-16 11:39:00,91.2,897.75,5.85,0.0,0.98,0.02,0.0,35.345,2019-07-16
34.000496,-83.423624,2019-07-16 12:13:00,91.05,905.0,41.75,0.89,0.01,0.0,0.04,32.63,2019-07-16
33.952943,-83.375102,2019-07-16 12:23:00,92.1,945.5,14.35,0.16,0.84,0.0,0.0,35.13,2019-07-16
33.942347,-83.376692,2019-07-16 11:52:00,91.4,564.0,44.55,0.01,0.99,0.0,0.03,33.81,2019-07-16
33.997627,-83.426688,2019-07-16 12:12:00,91.0,898.0,37.65,0.65,0.24,0.0,0.05,32.44,2019-07-16
33.944486,-83.370855,2019-07-16 11:47:00,90.925,518.0,40.85,0.26,0.73,0.01,0.18,34.065,2019-07-16
33.9325,-83.37149,2019-07-16 12:07:00,91.34674556,803.112426,18.85,0.02,0.97,0.01,0.06,38.65532544,2019-07-16
33.976728,-83.369423,2019-07-16 11:31:00,91.0,793.0,35.95,0.97,0.03,0.0,0.09,30.62,2019-07-16
33.943734,-83.370757,2019-07-16 11:58:00,91.25,771.1,39.45,0.13,0.87,0.0,0.04,34.262,2019-07-16
33.942777,-83.383557,2019-07-16 11:31:00,91.0875,911.125,44.85,0.32,0.68,0.0,0.02,34.7775,2019-07-16
33.953773,-83.371464,2019-07-16 12:20:00,91.66666667,877.3333333,40.95,0.66,0.31,0.03,0.14,33.79333333,2019-07-16
33.930503,-83.38121,2019-07-16 12:03:00,90.75,903.5,37.65,0.63,0.36,0.0,0.07,33.5,2019-07-16
33.938083,-83.368519,2019-07-16 11:32:00,91.27857143,885.1428571,21.25,0.3,0.48,0.22,0.05,33.78428571,2019-07-16
33.947684,-83.373305,2019-07-16 11:36:00,91.14285714,393.9285714,42.15,0.09,0.91,0.0,0.09,32.82285714,2019-07-16
33.933678,-83.372594,2019-07-16 12:07:00,91.4875,723.625,20.15,0.61,0.33,0.0,0.06,32.86,2019-07-16
33.935638,-83.37619,2019-07-16 11:54:00,90.8,473.0,36.45,0.65,0.35,0.0,0.13,32.97,2019-07-16
33.979908,-83.363099,2019-07-16 11:32:00,91.2,800.0,23.25,0.86,0.13,0.0,0.0,33.31,2019-07-16
33.931712,-83.376947,2019-07-16 12:03:00,90.75,903.5,33.65,0.65,0.29,0.06,0.14,34.25,2019-07-16
33.936157,-83.369395,2019-07-16 11:31:00,91.0,845.5,31.85,0.53,0.43,0.0,0.04,33.815,2019-07-16
33.959972,-83.3772,2019-07-16 11:52:00,90.8,195.0,36.55,0.14,0.32,0.0,0.07,32.88,2019-07-16
33.965544,-83.372411,2019-07-16 11:49:00,90.8,851.5,39.85,0.03,0.96,0.01,0.08,32.44,2019-07-16
33.988157,-83.356967,2019-07-16 12:29:00,92.4,205.0,13.95,0.02,0.98,0.0,0.06,31.0,2019-07-16
33.956992,-83.37339,2019-07-16 11:43:00,91.23,918.2,18.35,0.01,0.99,0.0,0.06,33.952,2019-07-16
34.024773,-83.319251,2019-07-16 11:44:00,90.9,923.0,40.85,0.19,0.81,0.0,0.0,31.62,2019-07-16
33.972757,-83.357327,2019-07-16 12:06:00,91.1,928.0,43.75,0.6,0.28,0.07,0.07,33.13,2019-07-16
33.94646,-83.428286,2019-07-16 12:13:00,91.05,905.0,47.85,0.45,0.55,0.0,0.0,33.81,2019-07-16
33.965451,-83.372053,2019-07-16 11:48:00,91.03333333,860.6666667,38.75,0.4,0.57,0.03,0.12,33.14666667,2019-07-16
33.936866,-83.372206,2019-07-16 12:02:00,91.175,852.5,37.85,0.15,0.85,0.0,0.02,33.1225,2019-07-16
33.936633,-83.3701,2019-07-16 12:04:00,91.16666667,884.9166667,34.15,0.48,0.48,0.0,0.02,33.375,2019-07-16
33.947745,-83.387536,2019-07-16 11:34:00,91.4,824.0,17.55,0.67,0.3,0.01,0.03,31.87,2019-07-16
33.951712,-83.374043,2019-07-16 11:46:00,91.07142857,776.5714286,38.25,0.36,0.64,0.0,0.08,33.42142857,2019-07-16
33.949648,-83.412487,2019-07-16 12:03:00,90.75,903.5,43.05,0.37,0.59,0.03,0.13,33.69,2019-07-16
33.945282,-83.371074,2019-07-16 11:35:00,91.225,894.375,42.25,0.0,1.0,0.0,0.06,34.1175,2019-07-16
33.983796,-83.417314,2019-07-16 12:09:00,91.1,915.0,38.15,0.44,0.56,0.0,0.11,32.56,2019-07-16
33.934732,-83.373894,2019-07-16 12:04:00,91.3,915.5,31.35,0.35,0.53,0.0,0.0,33.345,2019-07-16
33.970192,-83.387178,2019-07-16 12:01:00,90.6,826.5,37.95,0.55,0.42,0.0,0.34,32.88,2019-07-16
33.982714,-83.306802,2019-07-16 12:11:00,91.0,902.5,31.25,0.98,0.02,0.0,0.0,32.63,2019-07-16
33.989227,-83.425937,2019-07-16 12:10:00,91.0,904.75,35.05,0.0,1.0,0.0,0.0,32.63,2019-07-16
33.950132,-83.374504,2019-07-16 11:48:00,91.49375,684.0625,43.05,0.0,1.0,0.0,0.02,33.52375,2019-07-16
33.958913,-83.367381,2019-07-16 11:38:00,91.5,858.0,36.95,0.46,0.18,0.36,0.25,32.5,2019-07-16
33.967051,-83.314908,2019-07-16 12:13:00,91.05,905.0,32.05,1.0,0.0,0.0,0.11,32.19,2019-07-16
33.925795,-83.376977,2019-07-16 12:01:00,90.6,826.5,36.05,0.85,0.15,0.0,0.17,39.75,2019-07-16
33.952673,-83.398524,2019-07-16 11:58:00,90.8,891.0,37.45,0.24,0.52,0.0,0.02,32.5,2019-07-16
33.97081,-83.312619,2019-07-16 12:12:00,91.0,898.0,32.65,0.38,0.51,0.0,0.04,31.94,2019-07-16
33.943208,-83.377588,2019-07-16 12:03:00,90.725,862.25,41.55,0.0,1.0,0.0,0.04,32.845,2019-07-16
33.919478,-83.378054,2019-07-16 11:55:00,90.7,668.625,19.25,0.09,0.89,0.0,0.0,34.94,2019-07-16
33.940885,-83.387431,2019-07-16 11:32:00,90.95,810.5,42.05,0.42,0.57,0.0,0.16,32.875,2019-07-16
33.917149,-83.375981,2019-07-16 11:56:00,90.79,633.2,18.65,0.27,0.71,0.02,0.05,34.689,2019-07-16
33.984363,-83.396614,2019-07-16 12:16:00,91.3,919.0,39.45,0.48,0.52,0.0,0.04,34.31,2019-07-16
33.946067,-83.427595,2019-07-16 12:14:00,91.1,912.0,46.75,0.03,0.97,0.0,0.04,35.5,2019-07-16
33.951991,-83.372938,2019-07-16 11:45:00,91.13333333,707.9166667,40.65,0.44,0.5,0.0,0.0,33.95083333,2019-07-16
33.973015,-83.365322,2019-07-16 11:50:00,91.51538462,890.1538462,21.75,0.08,0.91,0.0,0.0,33.54769231,2019-07-16
33.949513,-83.387354,2019-07-16 11:34:00,91.4,824.0,15.65,0.38,0.57,0.05,0.04,32.63,2019-07-16
33.943203,-83.382705,2019-07-16 11:30:00,90.8,786.0,45.95,0.48,0.51,0.0,0.03,32.44,2019-07-16
33.933562,-83.371347,2019-07-16 12:06:00,91.45,678.5,18.45,0.61,0.31,0.0,0.03,33.58333333,2019-07-16
33.955651,-83.385139,2019-07-16 12:04:00,90.9,905.0,13.05,0.0,0.99,0.01,0.01,34.25,2019-07-16
33.962729,-83.370556,2019-07-16 11:48:00,90.8,840.0,39.25,0.34,0.66,0.0,0.01,33.25,2019-07-16
33.960566,-83.358439,2019-07-16 11:35:00,91.45,842.0,28.25,0.7,0.21,0.01,0.05,33.69,2019-07-16
33.939462,-83.454191,2019-07-16 12:18:00,91.7,926.0,45.05,0.59,0.41,0.0,0.04,34.31,2019-07-16
33.940836,-83.465965,2019-07-16 12:29:00,92.4,205.0,47.95,0.36,0.64,0.0,0.0,36.31,2019-07-16
33.974019,-83.324291,2019-07-16 12:20:00,92.0,916.0,34.85,0.98,0.0,0.0,0.26,32.38,2019-07-16
33.972378,-83.387647,2019-07-16 12:02:00,90.6,902.0,44.05,0.41,0.59,0.0,0.05,34.0,2019-07-16
33.945828,-83.405362,2019-07-16 12:20:00,92.0,916.0,22.45,0.42,0.5,0.08,0.1,34.94,2019-07-16
33.941874,-83.375195,2019-07-16 12:21:00,91.46875,926.1875,42.25,0.05,0.95,0.0,0.02,33.71125,2019-07-16
33.941737,-83.38763,2019-07-16 11:32:00,90.95,810.5,39.35,0.15,0.82,0.02,0.1,32.97,2019-07-16
33.934199,-83.383096,2019-07-16 11:51:00,90.8,529.0,39.05,0.85,0.14,0.01,0.28,33.56,2019-07-16
33.956519,-83.373708,2019-07-16 11:35:00,91.30224359,885.0544872,13.75,0.04,0.96,0.0,0.06,33.57551282,2019-07-16
33.963796,-83.374329,2019-07-16 11:50:00,90.8,863.0,43.65,0.72,0.26,0.0,0.03,32.97230769,2019-07-16
33.945862,-83.408459,2019-07-16 12:19:00,91.85,921.0,40.25,0.0,1.0,0.0,0.0,35.31,2019-07-16
33.942934,-83.387744,2019-07-16 11:33:00,91.3,812.0,38.15,0.59,0.41,0.0,0.11,32.25,2019-07-16
33.94851,-83.371933,2019-07-16 11:48:00,90.95,876.0,37.75,0.35,0.65,0.0,0.08,33.565,2019-07-16
33.944098,-83.470611,2019-07-16 12:25:00,92.3,957.0,45.95,0.78,0.11,0.02,0.07,34.88,2019-07-16
33.959313,-83.348565,2019-07-16 12:27:00,91.52,557.8,13.05,0.52,0.46,0.0,0.02,33.886,2019-07-16
33.982073,-83.361436,2019-07-16 12:27:00,92.45,580.0,25.05,0.39,0.41,0.0,0.07,32.88,2019-07-16
33.955412,-83.395053,2019-07-16 11:58:00,90.8,891.0,34.75,0.7,0.2,0.1,0.03,32.06,2019-07-16
33.95694,-83.378497,2019-07-16 11:39:00,91.248,907.54,6.95,0.0,1.0,0.0,0.02,36.6448,2019-07-16
33.978133,-83.39383,2019-07-16 12:03:00,90.75,903.5,45.65,0.85,0.15,0.0,0.0,32.94,2019-07-16
33.951308,-83.413349,2019-07-16 12:04:00,90.9,905.0,43.85,0.91,0.09,0.0,0.05,33.63,2019-07-16
33.957602,-83.375714,2019-07-16 11:43:00,92.00142857,741.8571429,12.55,0.17,0.69,0.14,0.06,36.22228571,2019-07-16
33.955989,-83.372097,2019-07-16 12:15:00,91.2,915.5,27.05,0.26,0.69,0.0,0.04,36.25,2019-07-16
33.95142,-83.374236,2019-07-16 11:31:00,91.494,779.33,36.85,0.11,0.88,0.01,0.04,33.2708,2019-07-16
33.960666,-83.38449,2019-07-16 11:52:00,90.8,195.0,27.15,0.0,1.0,0.0,0.06,33.0,2019-07-16
33.95208,-83.372584,2019-07-16 11:45:00,91.01666667,705.4166667,41.25,0.83,0.17,0.0,0.14,33.65666667,2019-07-16
33.964212,-83.384921,2019-07-16 11:57:00,90.9,543.0,36.05,0.56,0.43,0.0,0.1,32.94,2019-07-16
33.971869,-83.366575,2019-07-16 11:34:00,91.4,824.0,24.65,0.1,0.9,0.0,0.02,33.06,2019-07-16
33.946174,-83.409258,2019-07-16 12:19:00,91.85,921.0,41.75,0.0,1.0,0.0,0.03,34.69,2019-07-16
33.955049,-83.387663,2019-07-16 12:03:00,90.75,903.5,19.35,0.24,0.49,0.27,0.04,33.88,2019-07-16
33.947926,-83.373959,2019-07-16 11:36:00,91.4,660.3333333,41.85,0.02,0.98,0.0,0.04,32.58333333,2019-07-16
33.945057,-83.379148,2019-07-16 12:01:00,90.93,885.9,42.55,0.37,0.62,0.0,0.2,36.926,2019-07-16
33.98914,-83.35201,2019-07-16 12:29:00,92.4,205.0,14.05,0.99,0.01,0.0,0.19,31.25,2019-07-16
33.96984,-83.3638,2019-07-16 12:08:00,91.2,923.0,15.55,0.37,0.63,0.0,0.07,33.88,2019-07-16
33.94073,-83.37189,2019-07-16 12:02:00,91.10625,913.125,40.15,0.24,0.76,0.0,0.02,34.08,2019-07-16
33.955797,-83.34872,2019-07-16 12:29:00,91.47272727,541.0,28.25,0.55,0.16,0.0,0.12,33.30818182,2019-07-16
33.956051,-83.352415,2019-07-16 12:00:00,90.6,751.0,26.45,0.36,0.64,0.0,0.02,32.81,2019-07-16
33.957288,-83.376788,2019-07-16 11:43:00,91.3125,895.3125,8.95,0.0,1.0,0.0,0.01,33.555,2019-07-16
33.951181,-83.387176,2019-07-16 12:02:00,90.6,902.0,16.75,0.41,0.48,0.02,0.14,34.06,2019-07-16
33.935626,-83.369766,2019-07-16 11:31:00,91.21666667,875.3333333,30.95,0.15,0.84,0.0,0.07,34.37833333,2019-07-16
33.965073,-83.371872,2019-07-16 11:39:00,91.5,890.5,39.25,0.98,0.02,0.0,0.05,33.13,2019-07-16
33.948726,-83.372029,2019-07-16 11:55:00,91.36666667,680.0,37.25,0.73,0.27,0.0,0.1,33.75,2019-07-16
33.974523,-83.365069,2019-07-16 12:13:00,91.275,882.0,28.55,0.0,1.0,0.0,0.09,32.875,2019-07-16
33.960868,-83.356149,2019-07-16 11:34:00,91.4,824.0,25.25,0.85,0.15,0.0,0.02,32.44,2019-07-16
33.944408,-83.467955,2019-07-16 12:24:00,92.2,958.0,50.35,0.0,0.97,0.03,0.06,35.31,2019-07-16
33.958959,-83.367045,2019-07-16 12:20:00,91.4375,891.25,35.35,0.09,0.63,0.28,0.09,34.55,2019-07-16
33.937622,-83.387376,2019-07-16 11:57:00,90.86,682.2,43.05,0.05,0.95,0.0,0.08,34.452,2019-07-16
33.940572,-83.370876,2019-07-16 11:33:00,91.37,812.75,39.25,0.51,0.49,0.0,0.02,33.843,2019-07-16
33.956025,-83.353289,2019-07-16 11:54:00,91.0,195.0,20.45,0.4,0.57,0.01,0.08,34.81,2019-07-16
33.933822,-83.374698,2019-07-16 11:57:00,90.9,543.0,34.95,0.23,0.77,0.0,0.0,35.81,2019-07-16
33.933166,-83.370818,2019-07-16 11:30:00,90.8,786.0,17.95,1.0,0.0,0.0,0.01,37.94,2019-07-16
33.990031,-83.426091,2019-07-16 12:11:00,91.0,902.5,32.35,0.58,0.35,0.0,0.06,33.25,2019-07-16
33.947419,-83.376332,2019-07-16 11:30:00,91.496875,854.78125,41.35,0.2,0.78,0.02,0.01,33.836875,2019-07-16
33.990066,-83.337674,2019-07-16 12:24:00,92.2,958.0,37.05,0.52,0.18,0.13,0.12,32.13,2019-07-16
33.996882,-83.336313,2019-07-16 11:47:00,90.825,840.5,33.45,0.02,0.98,0.0,0.0,32.3575,2019-07-16
33.940984,-83.371959,2019-07-16 12:01:00,91.64375,906.40625,40.05,0.03,0.97,0.0,0.0,34.35625,2019-07-16
33.954103,-83.371493,2019-07-16 11:54:00,91.5,555.5,40.55,0.96,0.02,0.0,0.04,34.315,2019-07-16
33.922758,-83.37892,2019-07-16 11:51:00,90.8,529.0,33.45,0.31,0.69,0.0,0.02,41.5,2019-07-16
33.934038,-83.370794,2019-07-16 11:30:00,91.46428571,776.0,18.85,0.4,0.56,0.0,0.02,35.45571429,2019-07-16
33.929109,-83.378751,2019-07-16 12:06:00,90.95,728.5,36.95,1.0,0.0,0.0,0.06,33.88,2019-07-16
33.954858,-83.388279,2019-07-16 11:37:00,91.125,881.25,21.35,0.04,0.95,0.01,0.02,33.1725,2019-07-16
33.943303,-83.377703,2019-07-16 11:52:00,91.39642857,869.4642857,41.15,0.08,0.92,0.0,0.07,33.56,2019-07-16
33.933823,-83.371668,2019-07-16 12:06:00,91.4625,723.875,19.35,0.06,0.94,0.0,0.09,33.0025,2019-07-16
33.937706,-83.372564,2019-07-16 12:02:00,90.6,826.5,36.95,0.55,0.45,0.0,0.14,33.0,2019-07-16
33.951119,-83.354253,2019-07-16 11:51:00,90.8,529.0,11.55,0.83,0.17,0.0,0.02,33.13,2019-07-16
33.967307,-83.386123,2019-07-16 11:58:00,90.69230769,815.6153846,40.05,0.15,0.85,0.0,0.0,32.43230769,2019-07-16
33.934783,-83.376113,2019-07-16 12:00:00,90.6,751.0,35.15,0.38,0.6,0.0,0.18,33.19,2019-07-16
33.936434,-83.369803,2019-07-16 12:04:00,90.9,905.0,32.75,0.78,0.22,0.0,0.02,33.0,2019-07-16
33.938535,-83.373058,2019-07-16 12:02:00,91.225,911.5,34.35,0.61,0.36,0.03,0.01,33.435,2019-07-16
33.955958,-83.354285,2019-07-16 12:25:00,91.37142857,412.7142857,16.65,0.01,0.99,0.0,0.02,34.76714286,2019-07-16
33.94374,-83.381621,2019-07-16 11:57:00,91.7,373.5,44.75,0.03,0.97,0.0,0.09,33.625,2019-07-16
33.98188,-83.343845,2019-07-16 12:23:00,92.1,945.5,39.35,0.02,0.79,0.0,0.01,32.38,2019-07-16
33.935624,-83.369934,2019-07-16 11:33:00,90.95,819.25,29.25,0.65,0.3,0.0,0.03,32.97,2019-07-16
33.944291,-83.378689,2019-07-16 11:55:00,91.725,387.5,42.15,0.31,0.69,0.0,0.27,33.845,2019-07-16
