Time,aat,temp_station,solar_station,lst,veg_p,man_p,wat_p,canopy_p
7/24/2019 12:11,29.56,26.97222222,860.5,31.45,0.75,0,0,0.2
7/24/2019 12:11,29.19,26.97222222,860.5,40.35,0.02,0.95,0.03,0.04
7/24/2019 12:11,25.94,26.97222222,860.5,33.95,0.09,0.89,0.02,0
7/24/2019 12:11,26.12,26.97222222,860.5,26.35,1,0,0,0.03
7/24/2019 12:11,27.19,26.97222222,860.5,33.65,0.67,0.32,0.01,0.27
7/24/2019 12:11,29.62,26.97222222,860.5,35.75,0.68,0.32,0,0.01
7/24/2019 12:11,27.19,26.97222222,860.5,33.55,0.5,0.49,0.01,0.29
7/24/2019 12:11,27.46,26.95555556,860.2,33.55,1,0,0,0.23
7/24/2019 12:11,29.19,26.97222222,860.5,38.95,0,1,0,0.1
7/24/2019 12:12,27,26.94444444,860,38.45,0.06,0.93,0.01,0.08
7/24/2019 12:12,27.47,26.94444444,861.25,37.75,0.49,0.47,0.03,0.04
7/24/2019 12:12,27.06,26.94444444,860,36.45,0.93,0.04,0.03,0.15
7/24/2019 12:12,29,26.94444444,860,40.75,0.39,0.61,0,0.03
7/24/2019 12:12,26.94,26.94444444,860,38.65,0.45,0.52,0,0.1
7/24/2019 12:12,32.69,26.94444444,860,39.35,0.03,0.96,0.01,0.02
7/24/2019 12:12,27.80571429,26.94444444,862.1428571,40.05,0.48,0.52,0,0.1
7/24/2019 12:12,26.88166667,26.94444444,862.0833333,38.65,0.34,0.64,0.02,0.17
7/24/2019 12:12,27,26.94444444,860,39.05,0.09,0.85,0.06,0.11
7/24/2019 12:12,28,26.94444444,860,29.95,0.96,0.04,0,0.14
7/24/2019 12:12,28.5,26.94444444,860,37.75,0.17,0.8,0,0.15
7/24/2019 12:12,32.06,26.94444444,860,38.05,0.12,0.88,0,0.01
7/24/2019 12:12,29.06,26.94444444,860,39.15,0,1,0,0
7/24/2019 12:12,25.5,26.94444444,860,25.85,0.91,0,0,0.26
7/24/2019 12:12,31.12,26.94444444,860,32.25,0.66,0.16,0.01,0.03
7/24/2019 12:13,27.62,26.94444444,862.5,42.25,0.05,0.95,0,0
7/24/2019 12:13,29.25,26.94444444,862.5,32.15,0.98,0.02,0,0.03
7/24/2019 12:13,29.19,26.94444444,862.5,34.35,0.49,0.51,0,0.02
7/24/2019 12:13,27.81,26.94444444,862.5,34.85,0.49,0.51,0,0
7/24/2019 12:13,25.25,26.94444444,862.5,27.85,1,0,0,0.15
7/24/2019 12:13,29.19,26.94444444,862.5,39.05,0.37,0.62,0,0.02
7/24/2019 12:13,30.37,26.94444444,862.5,33.15,0.85,0.15,0,0.27
7/24/2019 12:13,28.12,26.94444444,862.5,32.05,0.55,0.45,0,0.22
7/24/2019 12:13,28.81,26.94444444,862.5,41.35,0.01,0.99,0,0.03
7/24/2019 12:13,29.56,26.94444444,862.5,30.95,0.83,0.17,0,0.15
7/24/2019 12:13,25.56,26.94444444,862.5,29.25,1,0,0,0.14
7/24/2019 12:14,26.06,26.94444444,865,33.75,0.34,0.57,0,0.02
7/24/2019 12:14,29.62,26.94444444,865,35.65,1,0,0,0.03
7/24/2019 12:14,25.56,26.94444444,865,28.55,0.81,0.19,0,0.15
7/24/2019 12:14,29.44,26.94444444,865,33.75,0.67,0.23,0,0.01
7/24/2019 12:14,27.75,26.94444444,865,36.45,0,1,0,0
7/24/2019 12:14,27.62,26.94444444,865,31.45,0.74,0.26,0,0.05
7/24/2019 12:14,30,26.94444444,865,36.25,0.89,0.09,0,0.11
7/24/2019 12:14,30.61923077,27.09401709,888.1538462,37.65,0.51,0.48,0.01,0.1
7/24/2019 12:14,28.56,26.94444444,865,43.45,0,0.98,0.02,0.02
7/24/2019 12:14,29.12,26.94444444,865,36.35,0.6,0.4,0,0.11
7/24/2019 12:14,25.94,26.94444444,865,33.05,0.98,0,0,0.08
7/24/2019 12:14,27.75,26.94444444,865,35.25,0.43,0.08,0,0.02
7/24/2019 12:14,27.62,26.94444444,865,29.95,0.7,0.29,0.01,0.1
7/24/2019 12:15,27.75,26.97222222,864,37.85,0.23,0.77,0,0.01
7/24/2019 12:15,29.69,26.97222222,864,34.25,0.47,0.53,0,0.13
7/24/2019 12:15,29.81,26.97222222,864,31.95,0.56,0.43,0.01,0.08
7/24/2019 12:15,27.81,26.97222222,864,37.35,0.06,0.94,0,0
7/24/2019 12:15,30.19,26.97222222,864,34.55,0.6,0.4,0,0
7/24/2019 12:15,29.12,26.97222222,864,41.05,0.13,0.87,0,0
7/24/2019 12:15,28.81,26.97222222,864,38.25,0.4,0.6,0,0
7/24/2019 12:15,27.26176471,26.97875817,863.7647059,35.95,0.28,0.72,0,0.02
7/24/2019 12:15,29.31,26.97222222,864,41.25,0,1,0,0.03
7/24/2019 12:15,29.685,26.97222222,864,36.65,0,1,0,0.06
7/24/2019 12:15,31.08579832,27.09990663,877.5420168,32.25,0.65,0.33,0,0
7/24/2019 12:16,27.18666667,27.02777778,862.1666667,40.05,0,0.98,0.02,0.08
7/24/2019 12:16,27.75,27,863,36.35,1,0,0,0.18
7/24/2019 12:16,27.70550388,26.9918174,864.6046512,34.75,0,1,0,0.03
7/24/2019 12:16,27.77076923,26.64102564,822.6923077,38.05,0.01,0.98,0.01,0.04
7/24/2019 12:16,30.31,27,863,37.75,0,1,0,0.04
7/24/2019 12:16,30.94,27,863,32.05,0.51,0.49,0,0.26
7/24/2019 12:16,28,27,863,32.15,0.39,0.61,0,0.05
7/24/2019 12:16,27.42957576,26.79393939,833.5,35.35,0.02,0.98,0,0.03
7/24/2019 12:16,28,27,863,42.05,0.6,0.4,0,0
7/24/2019 12:16,31.25,26.70833333,821.5,36.35,0.44,0.53,0.02,0.08
7/24/2019 12:17,28.69,27.02777778,866.5,39.05,0.12,0.88,0,0
7/24/2019 12:17,30.25,27.02777778,866.5,34.15,0.42,0.58,0,0.12
7/24/2019 12:17,28.37,27.02777778,866.5,42.05,0.52,0.48,0,0.02
7/24/2019 12:17,26.56,27.02777778,866.5,31.75,0.64,0.33,0,0.18
7/24/2019 12:17,25.56,27.02777778,866.5,32.15,0.61,0.12,0,0.09
7/24/2019 12:17,28.99666667,26.87962963,846.3333333,37.65,0.26,0.69,0,0.03
7/24/2019 12:17,28.62,27.02777778,866.5,29.15,0.89,0.11,0,0.03
7/24/2019 12:17,35.805,27.10416667,878.875,36.85,0.17,0.69,0.14,0.07
7/24/2019 12:17,29.81,27.02777778,866.5,31.25,0.7,0.25,0,0.09
7/24/2019 12:17,28.62,27.02777778,866.5,41.35,0.13,0.87,0,0.02
7/24/2019 12:18,29.12,27.05555556,870,39.95,0.05,0.95,0,0
7/24/2019 12:18,28.94,27.05555556,870,30.85,0.09,0.63,0.28,0.09
7/24/2019 12:18,27.56,27.05555556,870,43.05,0.22,0.78,0,0.02
7/24/2019 12:18,25.69,27.05555556,870,30.15,1,0,0,0.05
7/24/2019 12:18,28.69,27.05555556,870,39.75,0.66,0.34,0,0.19
7/24/2019 12:18,28,27.05555556,870,31.35,0.68,0.18,0,0.05
7/24/2019 12:18,26.06,27.05555556,870,33.45,0.76,0.24,0,0.09
7/24/2019 12:18,28.12,27.05555556,870,32.55,0.27,0.5,0,0.03
7/24/2019 12:18,29.25,27.05555556,870,39.25,0.2,0.8,0,0
7/24/2019 12:18,31.062,27.18888889,893.4,40.65,0.31,0.69,0,0.04
7/24/2019 12:18,29.95222222,26.87037037,848.4444444,38.75,0.17,0.82,0.01,0.09
7/24/2019 12:18,28,27.05555556,870,37.75,0.56,0.44,0,0
7/24/2019 12:18,27.62,27.05555556,870,41.05,0.15,0.85,0,0
7/24/2019 12:19,27.12,27.08333333,875.5,32.35,0.58,0.42,0,0.06
7/24/2019 12:19,27.71692308,26.64423077,822.1730769,33.05,0.16,0.84,0,0.1
7/24/2019 12:19,26.19,27.08333333,875.5,30.75,0.86,0.09,0.05,0.05
7/24/2019 12:19,28.123,26.90833333,859.35,32.35,0.76,0.22,0,0.02
7/24/2019 12:19,27.37,27.08333333,875.5,36.75,0.42,0.58,0,0
7/24/2019 12:19,27.75,27.08333333,875.5,30.75,0.6,0.39,0,0.1
7/24/2019 12:19,28.06,27.08333333,875.5,27.85,1,0,0,0.15
7/24/2019 12:19,27.12,27.08333333,875.5,38.45,0.09,0.91,0,0.03
7/24/2019 12:20,27.31,27.11111111,881,40.55,0.09,0.74,0.17,0.02
7/24/2019 12:20,28,27.11111111,881,27.75,1,0,0,0.18
7/24/2019 12:20,27.00818182,27.03535353,859.1818182,33.95,0.07,0.93,0,0
7/24/2019 12:20,27.20454545,26.74747475,843.3636364,38.55,0.15,0.22,0,0.03
7/24/2019 12:20,27.62,27.11111111,881,31.05,0.6,0.38,0,0.11
7/24/2019 12:20,25.81,27.11111111,881,33.05,0,1,0,0
7/24/2019 12:20,27.122,26.98333333,872.1,31.35,0.37,0.6,0,0.41
7/24/2019 12:20,27.69,27.11111111,881,37.05,0,1,0,0
7/24/2019 12:20,27.33769231,26.81623932,848.6923077,37.85,0.33,0.67,0,0.04
7/24/2019 12:20,31.44,27.11111111,881,40.45,0,0.96,0.04,0.03
7/24/2019 12:20,27.06,27.11111111,881,40.15,0.5,0.5,0,0
7/24/2019 12:20,28.31,27.11111111,881,34.25,0.78,0.22,0,0.02
7/24/2019 12:21,26.94,27.13888889,881.5,35.45,0.05,0.61,0.34,0.16
7/24/2019 12:21,27.5,27.13888889,881.5,43.15,0.33,0.41,0.04,0.01
7/24/2019 12:21,27.56,27.13888889,881.5,31.95,0.61,0.37,0,0.05
7/24/2019 12:21,28.45428571,26.67261905,824.5892857,34.15,0.35,0.65,0,0.07
7/24/2019 12:21,28.62,27.13888889,881.5,38.55,0.1,0.9,0,0.1
7/24/2019 12:21,29.81,27.13888889,881.5,37.95,0.18,0.82,0,0.01
7/24/2019 12:21,30.31,27.13888889,881.5,39.75,0.67,0.29,0,0.05
7/24/2019 12:21,27.62,27.13888889,881.5,41.15,0.44,0.5,0,0.1
7/24/2019 12:21,27.81,27.13888889,881.5,33.45,0.74,0.19,0,0.06
7/24/2019 12:21,27.5,27.13888889,881.5,41.85,0.34,0.54,0.03,0.02
7/24/2019 12:22,27.37,27.16666667,882,35.45,0.98,0,0,0.07
7/24/2019 12:22,26.81,27.16666667,882,41.35,0.38,0.58,0,0.01
7/24/2019 12:22,26.94,27.16666667,882,37.15,0.32,0.68,0,0.04
7/24/2019 12:22,28.496,26.67777778,834.8,38.45,0.66,0.34,0,0.05
7/24/2019 12:22,29.19470588,26.89705882,858.9117647,39.75,0,1,0,0.02
7/24/2019 12:22,27.06,27.16666667,882,35.05,0.6,0.4,0,0.02
7/24/2019 12:22,27.44,27.16666667,882,36.05,0.12,0,0.54,0.03
7/24/2019 12:23,28.28736842,26.88084796,850.9210526,41.45,0,0.92,0,0.04
7/24/2019 12:23,27.87,27.19444444,888.5,39.15,0.08,0.91,0,0
7/24/2019 12:23,26.87,27.19444444,888.5,41.35,0.03,0.97,0,0.06
7/24/2019 12:23,27.87,27.19444444,888.5,37.05,0.07,0.9,0,0.04
7/24/2019 12:23,28.25961538,26.85363248,847.2884615,37.45,0.08,0.74,0.17,0.03
7/24/2019 12:23,27.75,27.19444444,888.5,34.15,0.11,0.89,0,0.11
7/24/2019 12:23,28.06,27.19444444,888.5,38.05,0.21,0.77,0.02,0.1
7/24/2019 12:23,29.04692308,27.19444444,888.5,41.25,0.07,0.93,0,0.01
7/24/2019 12:23,27.28,26.83333333,855.25,39.95,0,1,0,0.06
7/24/2019 12:23,28.06,27.19444444,888.5,38.25,0.43,0.36,0.21,0.07
7/24/2019 12:23,28.31,27.19444444,888.5,41.95,0.11,0.72,0,0.01
7/24/2019 12:24,28.31,27.22222222,895,41.25,0,1,0,0.04
7/24/2019 12:24,27.25,27.22222222,895,36.45,0.11,0.87,0.02,0.02
7/24/2019 12:24,29.25,27.22222222,895,43.05,0.23,0.72,0.03,0.13
7/24/2019 12:24,28.94,27.22222222,895,36.75,0,1,0,0.01
7/24/2019 12:24,27.87,27.22222222,895,42.05,0,1,0,0.06
7/24/2019 12:24,28.94,27.22222222,895,44.35,0,1,0,0.06
7/24/2019 12:24,27.81,27.22222222,895,41.55,0.07,0.9,0,0.07
7/24/2019 12:24,27.75,27.22222222,895,39.05,0.09,0.88,0,0.07
7/24/2019 12:24,27.5087013,27.18181818,899.2662338,36.75,0.04,0.96,0,0.05
7/24/2019 12:25,28.37,27.22222222,908,44.35,0,0.89,0,0.01
7/24/2019 12:25,28.31,27.22222222,908,39.65,0.08,0.92,0,0.05
7/24/2019 12:25,29.56,27.22222222,908,34.45,0.3,0.68,0,0.06
7/24/2019 12:25,27.44,27.22222222,908,35.55,0.62,0.29,0.09,0.08
7/24/2019 12:25,27.44,27.22222222,908,37.55,0.22,0.62,0.13,0.04
7/24/2019 12:25,27.44,27.22222222,908,36.85,0.09,0.9,0.01,0.04
7/24/2019 12:25,27.45181818,26.94444444,869.8181818,36.45,0,1,0,0
7/24/2019 12:25,28.19,27.22222222,908,40.45,0.44,0.4,0.14,0
7/24/2019 12:25,29.25,27.22222222,908,32.25,0.99,0.01,0,0.04
7/24/2019 12:25,27.435,26.91666667,866,36.45,0,1,0,0.03
7/24/2019 12:25,29.69,27.22222222,908,40.75,0.27,0.73,0,0
7/24/2019 12:25,26.94,27.22222222,908,29.15,1,0,0,0.22
7/24/2019 12:25,28.12,27.22222222,908,41.05,0.04,0.93,0.03,0.07
7/24/2019 12:26,29.12,27.22222222,921,40.15,0.23,0.77,0,0.02
7/24/2019 12:26,30.5,27.22222222,921,40.35,0.27,0.73,0,0
7/24/2019 12:26,29.12,27.22222222,921,35.45,0.76,0.15,0,0.03
7/24/2019 12:26,29.62,27.22222222,921,40.05,0.35,0.65,0,0
7/24/2019 12:26,27.37,27.22222222,921,40.15,0,1,0,0.02
7/24/2019 12:26,28.56,27.22222222,921,38.45,0.07,0.93,0,0
7/24/2019 12:26,27.53,26.95833333,875.25,38.35,0,1,0,0.02
7/24/2019 12:26,27.44,27.22222222,921,38.35,0.33,0.67,0,0
7/24/2019 12:26,27.31,27.22222222,921,36.15,0.32,0.59,0,0.13
7/24/2019 12:27,30.37,27.25,915,36.95,0.61,0.39,0,0.02
7/24/2019 12:27,27,27.25,915,32.85,1,0,0,0.06
7/24/2019 12:27,27.62,27.25,915,40.55,0,0.99,0,0.01
7/24/2019 12:27,27.87,27.25,915,36.35,0.15,0.82,0,0.14
7/24/2019 12:27,27.495,27.01388889,875,40.85,0,1,0,0.08
7/24/2019 12:27,30.56,27.25,915,40.55,0.18,0.82,0,0
7/24/2019 12:27,28.25,27.25,915,40.15,0.21,0.73,0,0.04
7/24/2019 12:27,30.69,27.25,915,38.65,0,1,0,0.06
7/24/2019 12:27,27.875,27.25,915,37.85,0.39,0.6,0,0.04
7/24/2019 12:27,27,27.25,915,34.15,0.59,0.4,0.01,0.13
7/24/2019 12:27,27.06,27.25,915,35.55,0.15,0.85,0,0.05
7/24/2019 12:27,28.31,27.25,915,35.45,0.47,0.51,0,0.05
7/24/2019 12:28,29.37,27.27777778,909,43.85,0,1,0,0.01
7/24/2019 12:28,32.08857143,27.27777778,909,42.15,0.61,0.39,0,0.01
7/24/2019 12:28,29.62,27.27777778,909,43.25,0,1,0,0.02
7/24/2019 12:28,26.845,26.88888889,854.5,34.15,0.41,0.57,0,0.11
7/24/2019 12:28,29.12,27.27777778,909,40.05,0.04,0.96,0,0.03
7/24/2019 12:28,27.12,27.27777778,909,32.75,1,0,0,0.1
7/24/2019 12:28,27.94,27.27777778,909,30.95,0.71,0.29,0,0.2
7/24/2019 12:28,27.44,27.27777778,909,33.55,0.14,0.86,0,0.02
7/24/2019 12:28,27.81,27.27777778,909,33.75,0.23,0.77,0,0.11
7/24/2019 12:28,26.94,27.27777778,909,31.45,0.83,0.15,0,0.04
7/24/2019 12:28,27.625,27.25,908.5,40.75,0.04,0.94,0,0
7/24/2019 12:29,27.06,27.27777778,909,35.15,0.7,0.3,0,0.08
7/24/2019 12:29,26.71545455,26.92424242,860.4090909,36.85,0.57,0.43,0,0.13
7/24/2019 12:29,27.54,27.1010101,870.3636364,37.25,0.79,0.21,0,0.33
7/24/2019 12:29,27.94,27.27777778,909,33.75,0.87,0.13,0,0.14
7/24/2019 12:29,28.91454545,27.27777778,909,39.25,0.25,0.7,0,0.14
7/24/2019 12:29,26.62,27.27777778,909,32.95,0.27,0.7,0.01,0.01
7/24/2019 12:29,28.62,27.27777778,909,33.45,0.82,0.18,0,0.06
7/24/2019 12:29,28,27.27777778,909,34.55,0.4,0.6,0,0.12
7/24/2019 12:29,28.56,27.27777778,909,33.95,0.26,0.74,0,0.24
7/24/2019 12:29,27.27,27,854.1666667,39.55,0.02,0.98,0,0.06
8/1/2019 11:30,30.875,30.86111111,752.25,43.15,0.57,0.43,0,0
8/1/2019 11:30,30.06,30.20833333,733.625,42.35,0,1,0,0.09
8/1/2019 11:30,30.87,30.05555556,710,39.15,0.77,0.21,0,0.1
8/1/2019 11:30,31.06,30.05555556,710,42.25,0.24,0.76,0,0.06
8/1/2019 11:30,30.435,30.34722222,751.625,42.05,0,1,0,0.07
8/1/2019 11:30,33.46384615,30.10042735,711.3461538,44.55,0.67,0.13,0.02,0.13
8/1/2019 11:30,30.905,30.09722222,711.25,44.55,0.49,0.5,0,0.05
8/1/2019 11:30,29.37,30.05555556,710,43.95,0,0.98,0.02,0.01
8/1/2019 11:30,30.1,30.24358974,730.5384615,42.45,0.33,0.67,0,0.23
8/1/2019 11:30,30.12,30.05555556,710,41.55,0.13,0.86,0,0.12
8/1/2019 11:30,33.81,30.05555556,710,42.55,0,1,0,0.05
8/1/2019 11:30,31.074,30.51111111,753,42.45,0.18,0.75,0.03,0.09
8/1/2019 11:30,30.82535714,30.74603174,748.25,43.25,0,0.92,0,0
8/1/2019 11:30,31.395,30.65740741,758.5,43.55,0.02,0.95,0,0.03
8/1/2019 11:30,30.97666667,30.66666667,753.5,42.05,0.55,0.45,0,0.11
8/1/2019 11:30,32.61454545,31.20959596,779.0454545,42.05,0.15,0.85,0,0.06
8/1/2019 11:30,31.52333333,31,761.6666667,42.25,0.17,0.83,0,0.1
8/1/2019 11:30,30.81,30.64814815,755.5,41.65,0.08,0.92,0,0.02
8/1/2019 11:30,29.06,30.05555556,710,44.45,0.64,0.34,0.01,0.02
8/1/2019 11:30,30.82285714,30.15079365,729.7142857,41.65,0.05,0.95,0,0
8/1/2019 11:30,32.4085,31.42916667,786.55,42.65,0.31,0.69,0,0.2
8/1/2019 11:30,31.955,30.84876543,767.2777778,43.25,0.06,0.94,0,0.06
8/1/2019 11:30,30.94,30.05555556,710,42.35,0.06,0.81,0,0.14
8/1/2019 11:30,31.62916667,30.77083333,763.7916667,43.95,0.07,0.93,0,0.01
8/1/2019 11:30,29.93666667,30.20370371,729.3333333,44.05,0,0.95,0.05,0.08
8/1/2019 11:30,30.12,30.05555556,710,41.95,0.02,0.98,0,0.06
8/1/2019 11:30,29.69,30.05555556,710,41.05,0.69,0.25,0,0.04
8/1/2019 11:30,32.23,30.96296296,763,43.35,0.16,0.84,0,0.09
8/1/2019 11:30,28.94,30.05555556,710,44.05,0.49,0.51,0,0.02
8/1/2019 11:31,31.00222222,30.84104938,759.2222222,43.05,0.34,0.65,0,0.01
8/1/2019 11:31,30.36235294,30.44934641,741.2647059,41.75,0.2,0.78,0.02,0.07
8/1/2019 11:31,29.995,30.20833333,735,45.15,0.23,0.43,0,0.01
8/1/2019 11:31,31.625,30.875,752.75,42.35,0.04,0.96,0,0.02
8/1/2019 11:31,31.5,30.13888889,712.5,43.45,0.27,0.73,0,0.03
8/1/2019 11:31,30.94,30.90277778,753.5,44.85,0.18,0.59,0,0
8/1/2019 11:31,33.88,30.13888889,712.5,43.55,0.84,0.02,0,0.12
8/1/2019 11:31,31.375,30.61805556,752.875,42.85,0.03,0.84,0.13,0.04
8/1/2019 11:31,31.896,30.85555556,766.15,43.35,0.05,0.92,0.03,0.08
8/1/2019 11:31,30.5947619,30.18518518,720.6190476,41.65,0.08,0.92,0,0.01
8/1/2019 11:31,29.31,30.13888889,712.5,43.75,0.24,0.76,0,0.05
8/1/2019 11:31,31.12,30.13888889,712.5,39.35,1,0,0,0.14
8/1/2019 11:31,29.31,30.13888889,712.5,42.25,0.32,0.68,0,0.06
8/1/2019 11:31,29.94,30.13888889,712.5,42.85,0.05,0.95,0,0.04
8/1/2019 11:31,31.453,30.60277778,754.6,43.45,0.28,0.66,0.02,0.02
8/1/2019 11:31,31,30.13888889,712.5,40.85,0.97,0.03,0,0.1
8/1/2019 11:31,30.94,30.13888889,712.5,37.35,0.3,0.7,0,0.02
8/1/2019 11:31,30.94,30.13888889,712.5,43.85,0.27,0.73,0,0.02
8/1/2019 11:31,31.238,30.55,752.7,43.35,0.04,0.92,0.04,0.06
8/1/2019 11:31,30.70666667,30.71296296,755.3333333,41.95,0.05,0.95,0,0.04
8/1/2019 11:31,30.69,30.13888889,712.5,40.15,0.22,0.78,0,0.05
8/1/2019 11:31,30.87333333,30.69444444,754.8333333,44.25,0.04,0.91,0,0.06
8/1/2019 11:31,30.62,30.13888889,712.5,39.65,0.51,0.49,0,0.07
8/1/2019 11:31,29.44,30.13888889,712.5,41.65,0.29,0.69,0.01,0.07
8/1/2019 11:31,31.51181818,31.16666667,770.0909091,42.65,0.11,0.87,0.02,0.09
8/1/2019 11:32,29.95818182,30.51515152,747.6060606,38.45,0.26,0.72,0,0.02
8/1/2019 11:32,33.81,30.22222222,715,40.55,0.75,0.25,0,0.08
8/1/2019 11:32,34.04692308,30.29059829,716.8461538,39.95,0.79,0.21,0,0.11
8/1/2019 11:32,30.09615385,30.29487179,736.2307692,42.05,0.05,0.95,0,0.02
8/1/2019 11:32,30.155,30.27777778,738,43.25,0.17,0.8,0.03,0.03
8/1/2019 11:32,30.69,30.22222222,715,35.95,0.74,0.26,0,0.03
8/1/2019 11:32,29.8025,30.19212963,721.2083333,44.05,0,1,0,0.05
8/1/2019 11:32,31.55222222,30.73533951,757.1111111,44.25,0,1,0,0.02
8/1/2019 11:32,29.81,30.22222222,715,41.75,0.08,0.91,0.01,0.02
8/1/2019 11:32,31.02,30.24074074,727.3333333,41.65,0,0.99,0.01,0.04
8/1/2019 11:32,32.69,30.22222222,715,38.65,0.98,0.02,0,0.12
8/1/2019 11:32,30.876,30.25555556,737.2,37.35,0.19,0.81,0,0.12
8/1/2019 11:32,31.05,30.24444444,728.6,44.95,0,1,0,0.01
8/1/2019 11:32,31.023125,30.82118056,763.1354167,39.65,0.6,0.39,0,0.05
8/1/2019 11:32,31.33947368,31.21052632,769.3947368,44.55,0,1,0,0.04
8/1/2019 11:32,30.06,30.22222222,715,39.75,0.81,0.1,0.08,0.16
8/1/2019 11:32,31.19,30.22222222,715,43.55,0.28,0.72,0,0.06
8/1/2019 11:32,30.69,30.22222222,715,42.25,0.36,0.57,0,0.02
8/1/2019 11:32,31,31.01388889,755.5,43.55,0,1,0,0.01
8/1/2019 11:32,29.915,30.31018518,730.5,42.05,0.62,0.29,0.09,0.07
8/1/2019 11:32,30.81333333,30.76851852,756.6666667,42.15,0.14,0.85,0,0.02
8/1/2019 11:32,29.62,30.22222222,715,39.35,0.65,0.34,0,0.16
8/1/2019 11:32,30.44,30.22222222,715,38.85,0.32,0.68,0,0.17
8/1/2019 11:32,31,31.01388889,755.5,42.25,0.22,0.78,0,0.06
8/1/2019 11:32,30.67,30.91666667,765.0833333,38.65,0.37,0.6,0,0.1
8/1/2019 11:32,31.94058824,30.69934641,761.7941176,40.45,0.35,0.65,0,0.04
8/1/2019 11:33,29.31,30.33333333,718,42.15,0.6,0.4,0,0.15
8/1/2019 11:33,30.62333333,30.44444444,746.5,43.35,0,1,0,0.05
8/1/2019 11:33,31.69,30.33333333,718,41.55,0.93,0.07,0,0.16
8/1/2019 11:33,29.97,30.36111111,740.5,40.25,0.15,0.82,0.02,0.2
8/1/2019 11:33,30.21857143,30.65079365,749.7142857,45.65,0.15,0.85,0,0.03
8/1/2019 11:33,30.44,30.33333333,718,40.95,0.35,0.65,0,0.02
8/1/2019 11:33,31.45405405,30.66816817,752.5225225,44.75,0.02,0.95,0,0.04
8/1/2019 11:33,30.09,30.29166667,746.5,39.75,0.46,0.54,0,0.25
8/1/2019 11:33,29.19,30.33333333,718,40.55,0.22,0.76,0.02,0.02
8/1/2019 11:33,29.5,30.33333333,718,39.35,0.39,0.6,0,0.07
8/1/2019 11:33,29.06,30.33333333,718,41.45,0.5,0.49,0.01,0.09
8/1/2019 11:33,29.19,30.33333333,718,40.95,0.36,0.64,0,0.04
8/1/2019 11:33,30.635,30.75,758.7222222,39.75,0.68,0.32,0,0.07
8/1/2019 11:33,29.81,30.33333333,718,37.05,0.83,0.15,0,0.01
8/1/2019 11:33,30.81,30.33333333,718,41.45,0.49,0.51,0,0.05
8/1/2019 11:33,31.345,30.88888889,757.8333333,39.25,0.65,0.35,0,0.04
8/1/2019 11:33,29.06,30.33333333,718,41.75,0.2,0.66,0.14,0.11
8/1/2019 11:33,31.5,30.75,758.7222222,43.05,0,1,0,0.02
8/1/2019 11:33,29.71666667,30.39814815,741.5,41.75,0.62,0.29,0,0.16
8/1/2019 11:33,30.06,30.33333333,718,41.05,0.06,0.94,0,0
8/1/2019 11:33,31.00833333,30.75,758.7222222,39.55,0.6,0.37,0.03,0.06
8/1/2019 11:33,29.875,30.36111111,740.5,40.35,0.62,0.29,0.09,0.21
8/1/2019 11:33,31.01818182,30.33333333,718,45.55,0,1,0,0
8/1/2019 11:33,30.90636364,31.13636364,760.5454545,40.85,0.15,0.85,0,0
8/1/2019 11:33,31.25,30.72222222,748.2222222,42.75,0.12,0.85,0.03,0.15
8/1/2019 11:33,29.75,30.36111111,740.5,40.65,0.73,0.26,0.01,0.15
8/1/2019 11:33,29.79,30.35185185,740.1666667,40.15,0.21,0.77,0.01,0.18
8/1/2019 11:33,31.56,30.33333333,718,42.35,0,0.99,0,0
8/1/2019 11:33,30.06,30.33333333,739.5,42.35,0.14,0.86,0,0.03
8/1/2019 11:33,30.82333333,30.75,758.7222222,38.85,0.88,0.1,0.02,0.12
8/1/2019 11:33,32.67411765,31.26143791,779,44.35,0,0.97,0.03,0.04
8/1/2019 11:34,30.60307692,31.07264957,755.6153846,40.25,0.16,0.84,0,0
8/1/2019 11:34,29.31,30.44444444,721,37.75,0.01,0.99,0,0.04
8/1/2019 11:34,29.06,30.44444444,721,41.55,0.3,0.7,0,0.03
8/1/2019 11:34,29.41454545,30.46464647,721,38.95,0.72,0.2,0,0.02
8/1/2019 11:34,29.5,30.44444444,721,41.75,0.82,0.18,0,0.05
8/1/2019 11:34,30.03,30.58333333,746.75,44.75,0.46,0.52,0.02,0.09
8/1/2019 11:34,29.81,30.44444444,743.25,41.15,0.41,0.57,0,0.15
8/1/2019 11:34,31.23384615,30.71367521,755.2179487,45.35,0.34,0.62,0,0
8/1/2019 11:34,30.155,30.44444444,758.0833333,41.85,0.21,0.79,0,0
8/1/2019 11:34,30.75,30.44444444,721,40.45,0.09,0.91,0,0
8/1/2019 11:34,31.12,30.44444444,721,40.15,0.6,0.4,0,0.08
8/1/2019 11:34,37.69,30.44444444,721,44.45,0,1,0,0.03
8/1/2019 11:34,31.94,30.44444444,721,42.25,0,0.99,0.01,0.03
8/1/2019 11:34,35.94,30.44444444,721,38.85,0.71,0.21,0,0.21
8/1/2019 11:34,29,30.44444444,721,35.05,0.9,0.07,0,0.2
8/1/2019 11:34,29.7325,30.48611111,732.75,42.65,0.49,0.49,0.02,0.13
8/1/2019 11:34,30.28,30.48611111,756.25,42.45,0.2,0.78,0.01,0.04
8/1/2019 11:34,29.06,30.44444444,721,42.95,0.42,0.58,0,0.1
