Time,aat,temp_station,solar_station,lst,veg_p,man_p,wat_p,canopy_p
6/14/2019 12:07,24.44,24.83333333,904,38.85,0.51,0.48,0.01,0.19
6/14/2019 12:07,25.31,24.83333333,904,40.35,0.67,0.07,0.26,0.25
6/14/2019 12:07,25.69,24.83333333,904,41.95,0.08,0.92,0,0
6/14/2019 12:07,26.31,24.83333333,904,40.25,0,0.92,0,0
6/14/2019 12:08,24.645,24.84722222,898.5,39.55,0.82,0.17,0.01,0.07
6/14/2019 12:08,24.19,24.88888889,904,40.95,0.16,0.84,0,0.02
6/14/2019 12:08,24.25,24.88888889,904.75,40.95,0.13,0.86,0,0
6/14/2019 12:08,26.37,24.88888889,904,30.15,0.55,0.37,0,0.16
6/14/2019 12:08,24.12,24.88888889,904,40.15,0.88,0.01,0,0.01
6/14/2019 12:08,24.5,24.88888889,904,29.75,1,0,0,0.06
6/14/2019 12:08,24.28,24.47222222,881.75,38.95,0.67,0.3,0.01,0.03
6/14/2019 12:08,25.25,24.88888889,904,40.55,0.06,0.81,0,0.01
6/14/2019 12:08,26.44,24.88888889,904,35.25,0.9,0.1,0,0.01
6/14/2019 12:08,26.62,24.88888889,904,36.55,0.11,0.89,0,0.11
6/14/2019 12:08,26.63785714,24.43849206,879.4285714,39.35,0.88,0.11,0,0.06
6/14/2019 12:08,24.75,24.88888889,904,39.85,0.52,0.48,0,0.08
6/14/2019 12:08,25.81,24.88888889,904,41.05,0.16,0.84,0,0.06
6/14/2019 12:08,27.19,24.88888889,904,37.35,0.19,0.81,0,0.03
6/14/2019 12:08,25.29142857,24.33333333,871.1428571,37.65,0.14,0.86,0,0.02
6/14/2019 12:08,26,24.48611111,880,36.65,0,1,0,0.05
6/14/2019 12:09,28.87,24.88888889,905.5,38.75,0,1,0,0.01
6/14/2019 12:09,33.06,24.88888889,905.5,41.05,0.33,0.64,0,0.06
6/14/2019 12:09,28.06,24.88888889,905.5,40.85,0,1,0,0.01
6/14/2019 12:09,26.25,24.88888889,905.5,38.05,0.49,0.27,0.18,0.03
6/14/2019 12:09,24.62,24.88888889,905.5,43.55,0.07,0.9,0.03,0.11
6/14/2019 12:09,25.81,24.88888889,905.5,38.85,0.53,0.43,0,0.04
6/14/2019 12:09,26.60222222,24.88888889,905.5,33.15,0.72,0.27,0,0.06
6/14/2019 12:09,25.81,24.88888889,905.5,37.45,0.23,0.67,0.1,0.03
6/14/2019 12:09,24.905,24.30555556,869.875,38.85,0.13,0.87,0,0
6/14/2019 12:09,25.62,24.88888889,905.5,38.85,0.49,0.39,0.11,0.23
6/14/2019 12:09,25.75,24.88888889,905.5,39.45,0.71,0.2,0,0.03
6/14/2019 12:09,25.87333333,24.74074074,895.8333333,39.75,0.28,0.72,0,0.13
6/14/2019 12:09,25.605,24.88888889,905.5,37.75,0.23,0.7,0.07,0.03
6/14/2019 12:09,24.35333333,24.88888889,905.5,38.65,0.5,0.5,0,0.04
6/14/2019 12:10,25.66,24.78888889,898.7,39.05,0.01,0.97,0,0.05
6/14/2019 12:10,25.56,24.88888889,907,44.05,0,0.95,0.05,0.02
6/14/2019 12:10,25.62,24.88888889,907,45.15,0,0.98,0.02,0.02
6/14/2019 12:10,27.75,24.88888889,907,41.95,0,1,0,0.02
6/14/2019 12:10,25.31,24.88888889,907,43.25,0.42,0.58,0,0.01
6/14/2019 12:10,32.18,24.86979167,907.6875,39.75,0.03,0.97,0,0.04
6/14/2019 12:10,26,24.88888889,907,35.25,0.86,0.1,0,0.07
6/14/2019 12:10,28.37,24.88888889,907,35.05,0.9,0.1,0,0.01
6/14/2019 12:10,27.69,24.88888889,907,36.15,0.91,0.06,0,0.05
6/14/2019 12:10,27.19,24.88888889,907,33.45,0.99,0,0.01,0.01
6/14/2019 12:10,25.12,24.88888889,907,44.45,0.35,0.65,0,0.01
6/14/2019 12:10,25.31,24.88888889,907,37.05,0,1,0,0
6/14/2019 12:10,25.18090909,24.73989899,896.9545455,38.25,0.11,0.89,0,0.02
6/14/2019 12:10,25.625,24.86111111,905.5,38.05,0,0.97,0,0.03
6/14/2019 12:10,25.69,24.88888889,907,37.45,0.37,0.63,0,0.02
6/14/2019 12:10,26,24.88888889,907,38.85,0.05,0.95,0,0.02
6/14/2019 12:10,24.87,24.75,898.25,39.75,0.22,0.77,0,0.15
6/14/2019 12:10,24.78,24.75,896.5,39.95,0,1,0,0.09
6/14/2019 12:10,25.65090909,24.84343434,899.1363636,35.35,0.4,0.59,0,0.02
6/14/2019 12:10,25.59411765,24.72549019,894.9411765,35.65,0.6,0.4,0,0.05
6/14/2019 12:10,27.23142857,24.88095238,895.2857143,40.45,0.11,0.89,0,0
6/14/2019 12:10,25.87333333,24.65740741,889.3333333,39.05,0.51,0.47,0,0.02
6/14/2019 12:10,25.06,24.88888889,907,37.55,0.15,0.85,0,0.01
6/14/2019 12:10,24.81333333,25.05555556,908.8333333,37.15,0.35,0.65,0,0.08
6/14/2019 12:10,25.12,24.88888889,907,40.85,0.11,0.8,0.09,0.1
6/14/2019 12:10,27.19,24.88888889,907,41.75,0,1,0,0.02
6/14/2019 12:11,25.87,24.86111111,908,45.25,0.36,0.43,0.21,0.03
6/14/2019 12:11,25.75,24.86111111,908,46.15,0.23,0.75,0.02,0.01
6/14/2019 12:11,25.12333333,24.59259259,894.6666667,37.75,0.92,0.08,0,0.02
6/14/2019 12:11,33.38,24.86111111,908,38.65,0.67,0.31,0,0
6/14/2019 12:11,26.62,24.86111111,908,33.55,0.64,0.04,0,0.04
6/14/2019 12:11,26.31,24.86111111,908,32.55,0.95,0.05,0,0.02
6/14/2019 12:11,25.75,24.86111111,908,30.75,0.89,0,0,0.1
6/14/2019 12:11,25.39333333,24.81018518,893.8333333,39.65,0.37,0.63,0,0.18
6/14/2019 12:11,25.01916667,24.54861111,879.875,41.85,0,1,0,0.02
6/14/2019 12:11,26.03,24.56944444,889,40.05,0.08,0.87,0.05,0.02
6/14/2019 12:11,26,24.86111111,908,39.65,0,1,0,0
6/14/2019 12:11,27.31,24.86111111,908,42.55,0,1,0,0
6/14/2019 12:11,27.3715,24.78611111,903.65,41.95,0,1,0,0.01
6/14/2019 12:12,25.87,24.83333333,909,38.65,0,0.97,0.03,0.03
6/14/2019 12:12,26.44,24.83333333,909,41.15,0.03,0.93,0.04,0.01
6/14/2019 12:12,26.31,24.83333333,909,42.65,0.39,0.61,0,0.03
6/14/2019 12:12,25.94,24.83333333,909,33.95,0.16,0.83,0.01,0.04
6/14/2019 12:12,24.955,24.71111111,889.25,38.95,0.46,0.44,0.1,0.15
6/14/2019 12:12,28.3075,24.484375,880.5625,42.35,0,1,0,0.01
6/14/2019 12:12,28.125,24.55555556,889.5,40.95,0,0.98,0.02,0
6/14/2019 12:12,29.25,24.83333333,909,41.45,0,1,0,0.02
6/14/2019 12:12,28.69,24.83333333,909,43.05,0.18,0.82,0,0.04
6/14/2019 12:12,25.53,24.83333333,909,37.95,0.16,0.84,0,0
6/14/2019 12:12,26.655,24.83333333,909,36.15,0.11,0.89,0,0
6/14/2019 12:12,30.723,24.83333333,909.45,38.75,0.64,0.36,0,0.1
6/14/2019 12:13,26.38416667,24.83333333,911.1875,43.25,0,1,0,0.02
6/14/2019 12:13,25.87,24.83333333,910.5,37.05,0.39,0.55,0.02,0.02
6/14/2019 12:13,27.06,24.83333333,910.5,32.35,0.98,0.02,0,0.03
6/14/2019 12:13,27.19,24.83333333,910.5,33.55,0.83,0.17,0,0.15
6/14/2019 12:13,26.31,24.83333333,910.5,34.35,0.48,0.52,0,0.04
6/14/2019 12:13,28.5,24.83333333,910.5,40.35,0.01,0.97,0.02,0.01
6/14/2019 12:13,30.25,24.83333333,910.5,40.75,0,1,0,0.02
6/14/2019 12:13,25.25,24.83333333,910.5,37.05,0.8,0.2,0,0
6/14/2019 12:13,25.94,24.83333333,910.5,40.85,0.65,0.35,0,0.02
6/14/2019 12:14,25.87,24.83333333,912,36.25,0.35,0.65,0,0.01
6/14/2019 12:14,26,24.83333333,912,37.45,0.12,0.88,0,0.01
6/14/2019 12:14,25.37,24.83333333,912,36.85,0.26,0.74,0,0.03
6/14/2019 12:14,25.56,24.83333333,912,37.95,0.46,0.54,0,0.06
6/14/2019 12:14,25.01518519,24.91049383,917.5,38.15,0,1,0,0.01
6/14/2019 12:14,27.75,24.83333333,912,38.95,0.04,0.96,0,0.1
6/14/2019 12:14,28.94,24.83333333,912,39.95,0.34,0.65,0.01,0.12
6/14/2019 12:14,27.56,24.83333333,912,39.15,0.16,0.84,0,0.07
6/14/2019 12:14,24.935,24.83333333,912,34.75,0.98,0.02,0,0.02
6/14/2019 12:14,24.875,24.83333333,912,33.05,1,0,0,0.01
6/14/2019 12:15,26.25,24.86111111,915,40.05,0.02,0.95,0,0.01
6/14/2019 12:15,34.69,24.86111111,915,36.45,0.58,0.34,0,0.14
6/14/2019 12:15,26.44,24.86111111,915,40.65,0.02,0.98,0,0
6/14/2019 12:15,35.81,24.86111111,915,35.65,0.45,0.54,0.01,0.12
6/14/2019 12:15,32.39,24.88194444,917.25,36.05,0.85,0.15,0,0.17
6/14/2019 12:15,25.02,24.49074074,885.8333333,36.35,0.77,0.01,0.22,0.1
6/14/2019 12:15,24.81,24.86111111,915,38.25,0.42,0.53,0.01,0.02
6/14/2019 12:15,24.79,24.49074074,885.8333333,36.25,0.45,0.55,0,0.26
6/14/2019 12:15,27,24.86111111,915,38.65,0.69,0.31,0,0
6/14/2019 12:15,26.5,24.86111111,915,34.35,0.63,0.34,0.01,0.19
6/14/2019 12:15,27.37,24.86111111,915,39.65,0.43,0.55,0.02,0.07
6/14/2019 12:15,28.34,24.68055556,897,41.75,0.04,0.89,0.07,0.06
6/14/2019 12:15,25.54777778,24.79320988,900.8888889,43.65,0,1,0,0.02
6/14/2019 12:15,24.56166667,24.79166667,900.5833333,42.75,0.01,0.99,0,0.16
6/14/2019 12:15,27.44,24.86111111,915,38.05,0.4,0.59,0,0
6/14/2019 12:15,25.155,24.86111111,915,38.45,0.99,0.01,0,0.02
6/14/2019 12:15,24.78,24.86111111,915,35.55,0.97,0.03,0,0
6/14/2019 12:16,30.87,24.88888889,918,37.95,0.56,0.44,0,0.08
6/14/2019 12:16,26.87,24.88888889,918,35.65,0.86,0.14,0,0.36
6/14/2019 12:16,31.75,24.88888889,918,36.85,0.55,0.42,0.03,0.03
6/14/2019 12:16,26.25,24.88888889,918,38.35,0.38,0.59,0,0
6/14/2019 12:16,27.56,24.88888889,918,38.35,0.43,0.57,0,0.09
6/14/2019 12:16,28.19,24.88888889,918,39.05,0.34,0.66,0,0.02
6/14/2019 12:16,26.2725,24.8125,904.8125,41.85,0.01,0.99,0,0.03
6/14/2019 12:16,27.25,24.88888889,918,37.05,0.72,0.28,0,0.11
6/14/2019 12:16,25.87,24.88888889,918,39.05,0.48,0.48,0,0.02
6/14/2019 12:16,26.87,24.88888889,918,36.05,0.78,0.18,0,0.13
6/14/2019 12:16,29.81,24.88888889,918,38.35,0.54,0.46,0,0.19
6/14/2019 12:16,27.69,24.88888889,918,41.95,0.13,0.87,0,0
6/14/2019 12:16,26.94,24.88888889,918,36.25,0.56,0.43,0.01,0.08
6/14/2019 12:16,27,24.88888889,918,35.15,0.99,0.01,0,0.13
6/14/2019 12:16,27.69,24.88888889,918,40.35,0,1,0,0.01
6/14/2019 12:16,29.98,24.90740741,918.5,40.15,0.07,0.93,0,0.25
6/14/2019 12:16,25.56,24.88888889,918,41.55,0.04,0.96,0,0
6/14/2019 12:16,25.54,24.86111111,906.3333333,40.15,0.07,0.93,0,0
6/14/2019 12:16,25.655,24.88888889,918,27.95,0.95,0.05,0,0.01
6/14/2019 12:16,25.25,24.88888889,918,38.25,0.96,0,0,0
6/14/2019 12:17,25.3575,24.94444444,919.5,37.05,0.83,0.17,0,0.09
6/14/2019 12:17,26.25,24.94444444,919.5,34.75,0.43,0.57,0,0.1
6/14/2019 12:17,26.02272727,24.97474747,920.3181818,32.55,1,0,0,0.12
6/14/2019 12:17,25.81,24.94444444,919.5,36.65,0.74,0.26,0,0.25
6/14/2019 12:17,25.435,24.94444444,919.5,37.95,0.98,0.02,0,0.03
6/14/2019 12:17,26.5,24.94444444,919.5,35.45,0.93,0.07,0,0.18
6/14/2019 12:17,25.87,24.94444444,919.5,34.75,0.91,0.07,0,0.1
6/14/2019 12:17,26.06,24.94444444,919.5,35.05,0.27,0.73,0,0.08
6/14/2019 12:17,25.62,24.94444444,919.5,37.55,0.81,0.17,0,0.22
6/14/2019 12:17,25.155,24.5,886.75,35.95,0.7,0.06,0,0.01
6/14/2019 12:17,26.37,24.94444444,919.5,32.15,0.77,0.2,0.03,0.1
6/14/2019 12:17,27.12,24.94444444,919.5,36.45,0.35,0.64,0.01,0.06
6/14/2019 12:17,27.12,24.94444444,919.5,35.45,0.51,0.49,0,0.27
6/14/2019 12:17,25.38115385,24.92521368,907.4038462,40.75,0,1,0,0.03
6/14/2019 12:17,33.56,24.94444444,919.5,40.65,0.29,0.65,0.01,0.09
6/14/2019 12:17,25.86272727,24.83080808,894.6363636,40.75,0.27,0.73,0,0.11
6/14/2019 12:17,26.34413793,24.58237548,887.3275862,38.45,0.53,0.45,0,0.07
6/14/2019 12:17,25.85571429,24.98809524,908.5714286,40.45,0.51,0.47,0,0.08
6/14/2019 12:17,25.405,24.94444444,919.5,29.95,1,0,0,0.14
6/14/2019 12:17,25.34,24.94444444,919.5,33.05,0.28,0.41,0.03,0
6/14/2019 12:18,25.31,25,921,35.65,0.24,0.74,0,0.07
6/14/2019 12:18,25.12,25,921,39.95,0.07,0.93,0,0.03
6/14/2019 12:18,25.44,25,921,36.35,0.62,0.36,0,0.08
6/14/2019 12:18,24.94,25,921,34.05,0.76,0.24,0,0.11
6/14/2019 12:18,26.25,25,921,32.85,0.57,0.42,0.01,0.41
6/14/2019 12:18,26,25,921,32.45,0.99,0.01,0,0.03
6/14/2019 12:18,25.062,24.87222222,899.65,40.05,0,1,0,0
6/14/2019 12:18,26.81,25,921,33.05,0.64,0.36,0,0.07
6/14/2019 12:18,24.905,25,921,28.85,0.89,0.11,0,0.03
6/14/2019 12:18,25.07357143,24.77579365,895.1071429,41.35,0.36,0.64,0,0.08
6/14/2019 12:18,25.93666667,24.73148148,896.5,40.35,0.7,0.29,0.01,0.09
6/14/2019 12:18,25.5,25,921,38.35,0.23,0.75,0,0.07
6/14/2019 12:19,30.41761194,25.23466003,923.1492537,33.35,0.74,0.26,0,0.05
6/14/2019 12:19,25.655,24.84722222,906.5,39.95,0.07,0.93,0,0.04
6/14/2019 12:19,25.03,25.08333333,922,40.45,0.7,0.29,0,0
6/14/2019 12:19,25.905,24.84722222,906.5,41.95,0.24,0.76,0,0.05
6/14/2019 12:19,25.44,25.08333333,922,35.65,1,0,0,0.08
6/14/2019 12:19,25.06,25.08333333,922,40.35,0.18,0.82,0,0.02
6/14/2019 12:19,25.19,25.08333333,922,40.45,0.33,0.67,0,0
6/14/2019 12:19,27.19,25.08333333,922,41.55,0.06,0.94,0,0.02
6/14/2019 12:19,26.5,25.08333333,922,40.75,0.09,0.89,0.01,0.09
6/14/2019 12:19,26.125,25.08333333,922,33.45,0.85,0.15,0,0
6/14/2019 12:19,26.405,25.08333333,922,36.85,0.43,0.52,0,0.11
6/14/2019 12:19,27.05142857,24.96825397,917.1785714,41.15,0.5,0.5,0,0.01
6/14/2019 12:20,25.55,25.16666667,923,40.05,0.24,0.76,0,0.02
6/14/2019 12:20,24.375,24.70833333,893.5,35.15,0.37,0.61,0,0.01
6/14/2019 12:20,24.374,24.54444444,890.6,36.55,0.65,0.3,0,0.02
6/14/2019 12:20,24.56,24.97222222,913.5,34.65,0.68,0.18,0,0.05
6/14/2019 12:20,26.75,25.16666667,923,43.25,0.06,0.91,0,0.01
6/14/2019 12:20,26.70666667,24.79629629,901.6666667,41.75,0.03,0.97,0,0
6/14/2019 12:20,25.84,25.16666667,923,34.15,1,0,0,0.02
6/14/2019 12:20,24.84571429,24.58730159,887.5714286,37.85,0.52,0.48,0,0.25
6/14/2019 12:20,27.25,25.16666667,923,34.85,0.01,0.95,0,0.06
6/14/2019 12:20,27.62,25.16666667,923,40.15,0,0.96,0.04,0.03
6/14/2019 12:20,25.75,25.16666667,923,36.65,0.78,0.22,0,0.02
6/14/2019 12:20,27.31,25.16666667,923,34.35,0.46,0.18,0.36,0.09
6/14/2019 12:20,25.62,25.16666667,923,37.15,0.13,0.87,0,0
6/14/2019 12:20,26.34,25.16666667,923,36.35,0.54,0.46,0,0.11
6/14/2019 12:20,26.0325,25.20833333,923.75,43.45,0.46,0.54,0,0.05
6/14/2019 12:20,26.47,24.88888889,907,43.15,0.93,0.06,0,0.06
6/14/2019 12:21,25.69,25.22222222,924,43.15,0,1,0,0.14
6/14/2019 12:21,25.43765957,24.8250591,896.106383,40.55,0.05,0.92,0.03,0.08
6/14/2019 12:21,25.68833333,25.24074074,924.3333333,43.05,0.05,0.95,0,0.02
6/14/2019 12:21,26.685,25.22222222,924,35.15,0.34,0.57,0,0.08
6/14/2019 12:21,26.75,25.22222222,924,33.65,0.81,0.19,0,0.21
6/14/2019 12:21,26.1875,25.20833333,923.75,44.55,0,1,0,0.02
6/14/2019 12:21,25.095,24.49305556,882,40.65,0.58,0.42,0,0.14
6/14/2019 12:21,26.19,25.22222222,924,37.05,0.91,0.09,0,0.04
6/14/2019 12:21,26.386,24.78333333,897.7,40.55,0.16,0.84,0,0.01
6/14/2019 12:21,28.94,25.22222222,924,41.85,0.09,0.88,0,0.05
6/14/2019 12:21,27.31,25.22222222,924,34.85,0.91,0.06,0.03,0.14
6/14/2019 12:21,27.31,25.22222222,924,32.35,1,0,0,0.11
6/14/2019 12:21,29.25,25.22222222,924,39.55,0.02,0.98,0,0.01
6/14/2019 12:22,27.95666667,24.81018518,900.9166667,37.55,0.32,0.68,0,0
6/14/2019 12:22,26.86571429,24.75793651,897.2142857,36.45,0.79,0.13,0,0.05
6/14/2019 12:22,25.37,25.05555556,917.75,40.45,0.68,0.31,0,0.05
6/14/2019 12:22,24.985,25.09722222,915.125,39.15,0,1,0,0.05
6/14/2019 12:22,26.125,25.11111111,922.25,40.55,0.2,0.8,0,0
6/14/2019 12:22,26.99611111,25.27777778,925,36.65,0.83,0.17,0,0.03
6/14/2019 12:22,28.5,25.27777778,925,40.55,0.26,0.71,0.03,0.12
6/14/2019 12:22,26.37,25.27777778,925,32.15,0.98,0.02,0,0.05
6/14/2019 12:22,26.565,25.27777778,925,36.35,0,0.99,0,0.01
6/14/2019 12:22,26,25.27777778,925,33.35,0.51,0.49,0,0.08
6/14/2019 12:22,26.60666667,24.77777778,895,42.15,0,1,0,0.22
6/14/2019 12:23,26.14545455,24.46212121,884.1818182,37.75,0.24,0.63,0,0.03
6/14/2019 12:23,25.77,24.75925926,899.3333333,42.05,0.4,0.59,0.01,0.03
6/14/2019 12:23,25.82615385,24.81196581,899.9230769,42.25,0.1,0.9,0,0.01
6/14/2019 12:23,26.69,25.33333333,923,29.65,1,0,0,0.16
6/14/2019 12:23,26.495,25.33333333,923,32.85,0.79,0.21,0,0
6/14/2019 12:23,25.69,25.33333333,923,30.35,0.95,0.05,0,0.16
6/14/2019 12:23,26.935,25.33333333,923,35.55,0.51,0.39,0,0
6/14/2019 12:23,27.37,25.33333333,923,40.55,0.07,0.93,0,0.01
6/14/2019 12:23,26.06,25.33333333,923,37.55,0.15,0.85,0,0.08
6/14/2019 12:23,27.5,25.33333333,923,31.25,0.87,0.13,0,0.1
6/14/2019 12:24,32.69,25.38888889,921,35.45,0.77,0.23,0,0.15
6/14/2019 12:24,26.62,25.38888889,921,37.85,0.13,0.87,0,0.07
6/14/2019 12:24,25.75,25.125,914.5,39.15,0.36,0.61,0.03,0.05
6/14/2019 12:24,24.92535714,24.66964286,883.5,38.95,0.43,0.56,0,0.07
6/14/2019 12:24,25.72166667,25.0154321,905.5833333,44.05,0.06,0.94,0,0.04
6/14/2019 12:24,26.87,25.38888889,921,31.55,1,0,0,0.16
6/14/2019 12:24,27.37,25.38888889,921,40.25,0.12,0.84,0,0.04
6/14/2019 12:24,27,25.38888889,921,32.95,0.95,0.05,0,0.21
6/14/2019 12:24,27.31,25.38888889,921,33.45,0.98,0.02,0,0.13
6/14/2019 12:24,25.62,25.38888889,921,31.45,1,0,0,0.18
6/14/2019 12:24,27.94,25.38888889,921,44.55,0.14,0.86,0,0.06
6/14/2019 12:24,26.94,25.38888889,921,36.55,0.06,0.94,0,0.03
6/14/2019 12:24,25.09,25.38888889,921,29.85,0.97,0.01,0.02,0.17
6/14/2019 12:25,29.37,25.5,912.5,40.15,0.02,0.98,0,0.01
6/14/2019 12:25,26.37,25.5,912.5,39.35,0.83,0.17,0,0.02
6/14/2019 12:25,26.81,25.5,912.5,37.85,0.23,0.77,0,0.08
6/14/2019 12:25,26.31266667,24.86462963,907.3633333,38.75,0,1,0,0
6/14/2019 12:25,26.75,25.5,912.5,34.25,0.18,0.82,0,0
6/14/2019 12:25,25.44,25.5,912.5,35.85,0.6,0.39,0,0.02
6/14/2019 12:25,25.31,25.5,912.5,39.15,0.01,0.99,0,0.02
6/14/2019 12:25,25.44,25.5,912.5,34.95,0.87,0.12,0,0.01
6/14/2019 12:25,25.185,25.5,912.5,34.85,0.7,0.27,0.03,0.02
6/14/2019 12:25,25.25,25.5,912.5,36.65,0.61,0.16,0,0.06
6/14/2019 12:26,28.32285714,25.61309524,904.9285714,39.85,0,1,0,0.06
6/14/2019 12:26,25.12,25.61111111,904,35.25,1,0,0,0.16
6/14/2019 12:26,24.2975,24.76388889,887,33.95,1,0,0,0.22
6/14/2019 12:26,24.5,25.61111111,904,35.25,0.97,0.03,0,0.13
6/14/2019 12:26,24.85142857,24.57936508,880.3214286,39.25,0.41,0.58,0,0.06
6/14/2019 12:26,28.62,25.61111111,904,39.55,0,1,0,0.03
6/14/2019 12:26,24.75,25.61111111,904,36.55,0.42,0.52,0.05,0.03
6/14/2019 12:26,27.06,25.61111111,904,39.85,0,1,0,0.02
6/14/2019 12:26,27.06,25.61111111,904,37.15,0.29,0.71,0,0.03
6/14/2019 12:26,27.12,25.61111111,904,38.15,0,1,0,0
6/14/2019 12:26,25.64142857,25.62698413,911.4285714,32.85,0.95,0.05,0,0.07
6/14/2019 12:26,26.56,25.61111111,904,35.05,0.13,0.83,0.03,0.02
6/14/2019 12:26,28.56,25.61111111,904,39.55,0.4,0.6,0,0.06
6/14/2019 12:26,25.56,25.61111111,904,29.45,0.95,0.05,0,0.08
6/14/2019 12:26,26.565,25.61111111,904,28.55,0.65,0.34,0,0.12
6/14/2019 12:26,26.215,25.61111111,904,32.95,0.96,0.04,0,0.09
6/14/2019 12:27,27.75,25.63888889,917,40.85,0,0.99,0.01,0.02
6/14/2019 12:27,25.81,25.63888889,917,36.85,0.6,0.4,0,0.22
6/14/2019 12:27,26.5,25.63888889,917,45.05,0,1,0,0
6/14/2019 12:27,25.625,25.125,906.5,40.65,0.34,0.66,0,0.14
6/14/2019 12:27,26.14625,25.01041667,902.5625,40.05,0.3,0.7,0,0.06
6/14/2019 12:27,29.12,25.63888889,917,35.55,0.26,0.74,0,0.02
6/14/2019 12:27,25.06,25.63888889,917,34.25,0.98,0.02,0,0.06
6/14/2019 12:27,26.75,25.63888889,917,42.05,0.09,0.22,0,0.04
6/14/2019 12:27,25.19,25.63888889,917,34.05,0.74,0.26,0,0.01
6/14/2019 12:27,28.75,25.63888889,917,38.75,0,1,0,0
6/14/2019 12:27,24.62333333,24.80555556,883.5,38.95,0.26,0.74,0,0.24
6/14/2019 12:27,29.12,25.63888889,917,38.25,0.54,0.46,0,0.01
6/14/2019 12:27,26.75,25.63888889,917,35.15,0.34,0.66,0,0.01
6/14/2019 12:27,24.94,25.63888889,917,39.45,0.8,0.18,0,0.13
6/14/2019 12:27,26.47,25.63888889,917,37.65,0.56,0.44,0,0.04
6/14/2019 12:27,26.815,25.63888889,917,36.45,0.44,0.56,0,0.01
6/14/2019 12:28,26.69,25.66666667,930,42.25,0.81,0.19,0,0.01
6/14/2019 12:28,26.62,25.66666667,930,43.85,0,0.97,0.03,0
6/14/2019 12:28,27.31,25.66666667,930,37.55,0.23,0.77,0,0
6/14/2019 12:28,27.31,25.15277778,913,38.65,0.61,0.36,0,0.13
6/14/2019 12:28,27.28,25.13888889,913,39.45,0.4,0.6,0,0
6/14/2019 12:28,24.405,24.86111111,894.75,37.85,0.41,0.58,0.01,0.14
6/14/2019 12:28,26.06,25.66666667,930,33.95,0.37,0.63,0,0.03
6/14/2019 12:28,28.37,25.66666667,930,38.75,0.11,0.89,0,0.01
6/14/2019 12:28,28.69,25.66666667,930,36.95,0.28,0.72,0,0
6/14/2019 12:28,29.69,25.66666667,930,33.05,0.3,0.68,0.02,0.1
6/14/2019 12:28,24.54142857,24.83333333,899.1428571,38.05,0.05,0.92,0.03,0.07
6/14/2019 12:28,24.3765,24.84722222,895.8,35.25,0.69,0.28,0,0.02
6/14/2019 12:28,25.37,25.66666667,930,35.15,0.4,0.6,0,0.12
6/14/2019 12:28,24.56,25.13888889,909.75,37.95,0,1,0,0.03
6/14/2019 12:28,26.75,25.66666667,930,39.95,0.42,0.57,0,0.11
6/14/2019 12:28,26.28,25.66666667,930,40.85,0.05,0.93,0.02,0.02
6/14/2019 12:29,26.155,25.61111111,931.5,42.15,0.25,0.7,0,0.14
6/14/2019 12:29,26.75,25.61111111,931.5,44.65,0.01,0.99,0,0
6/14/2019 12:29,27.62,25.61111111,931.5,31.25,0.59,0.41,0,0.02
6/14/2019 12:29,24.94,25.61111111,931.5,36.75,0.39,0.59,0,0.05
6/14/2019 12:29,24.76375,25.32986111,915.09375,36.55,0.51,0.45,0,0.05
6/14/2019 12:29,27.5,25.61111111,931.5,36.75,0.29,0.71,0,0
6/14/2019 12:29,25.44,25.61111111,931.5,33.55,0.73,0.25,0,0.1
6/14/2019 12:29,28.37,25.61111111,931.5,36.25,0.47,0.4,0.13,0.14
6/14/2019 12:29,25.19,25.61111111,931.5,32.95,0.8,0.14,0.06,0.09
7/16/2019 11:30,35.3825,32.78472222,893.375,8.25,0.11,0.8,0.09,0.1
7/16/2019 11:30,33.378,32.98888889,844.58,39.35,0.78,0.22,0,0.1
7/16/2019 11:30,33.836875,33.05381944,854.78125,41.35,0.2,0.78,0.02,0.01
7/16/2019 11:30,32.845,32.80555556,852.5,7.55,0.29,0.65,0.01,0.11
7/16/2019 11:30,31.31,32.66666667,786,33.05,1,0,0,0.12
7/16/2019 11:30,31.75,32.66666667,786,32.15,0,1,0,0.13
7/16/2019 11:30,32.69,32.66666667,786,41.95,0.07,0.93,0,0.06
7/16/2019 11:30,32,32.66666667,786,34.55,0.07,0.88,0.05,0.05
7/16/2019 11:30,36.63,32.66666667,786,45.85,0.41,0.59,0,0.02
7/16/2019 11:30,39.73583333,32.875,776.7083333,18.05,0.3,0.68,0,0
7/16/2019 11:30,32,32.66666667,786,34.15,0.88,0.12,0,0.09
7/16/2019 11:30,39.928,33.02222222,759,17.65,0.35,0.65,0,0.04
7/16/2019 11:30,32.91272727,32.60606061,766.9090909,26.75,0.28,0.72,0,0.06
7/16/2019 11:30,33.19,32.66666667,786,31.15,0.96,0,0,0.2
7/16/2019 11:30,32.31,32.66666667,786,45.05,0.25,0.75,0,0.05
7/16/2019 11:30,35.88,32.66666667,786,41.85,0.75,0.25,0,0.08
7/16/2019 11:30,32.44,32.66666667,786,45.95,0.48,0.51,0,0.03
7/16/2019 11:30,35.45571429,33.03571428,776,18.85,0.4,0.56,0,0.02
7/16/2019 11:30,33.33659091,32.96527778,648.8295455,40.15,0.38,0.62,0,0.05
7/16/2019 11:30,37.94,32.66666667,786,17.95,1,0,0,0.01
